Rank,Author,Solved,Penalty,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012
611,"team729 南华大学",1,00:58:04,,,,,,,,00:58:04,(-12),,(-2),
612,"team246 中国计量大学",1,00:59:29,,,,,,,,,,,"00:39:29 (-1)",
613,"team666 长春理工大学",1,01:04:54,,,,,,,,,,,"00:24:54 (-2)",
614,"team509 南京航空航天大学",1,01:06:04,,,,,,,,,,,01:06:04,
615,"team256 东华大学",1,01:07:06,,,,,,,,,,,"00:47:06 (-1)",
616,"team830 南京邮电大学",1,01:07:21,,,,,,,,"00:47:21 (-1)",(-2),,(-4),
617,"team547 华南师范大学",1,01:10:50,,,,,,,,01:10:50,(-5),,,
618,"team504 南京航空航天大学",1,01:12:34,,,,,,,,01:12:34,,,,
619,"team495 中国民航大学",1,01:12:51,,,,,,,,(-3),(-12),,"00:32:51 (-2)",
620,"team043 阜阳师范大学",1,01:14:22,,,,,,,,"00:54:22 (-1)",,,(-2),
621,"team506 南京航空航天大学",1,01:15:25,,,,,,,,,,,"00:35:25 (-2)",
622,"team736 天津工业大学",1,01:16:33,,,,,,,,(-4),,,"00:56:33 (-1)",
623,"team519 浙江科技大学",1,01:18:33,,,,,,,,,,,"00:18:33 (-3)",
624,"team508 南京航空航天大学",1,01:19:09,,,,,,,,,,,01:19:09,
625,"team023 华东理工大学",1,01:30:41,,,,,,,,(-4),,,"00:50:41 (-2)",
626,"team471 广西师范大学",1,01:32:11,,(-2),,,,,,(-1),,,"00:32:11 (-3)",
627,"team438 乐山师范学院",1,01:34:50,,,,,,,,,(-11),,"01:14:50 (-1)",
628,"team457 北京化工大学",1,01:35:14,,,,,,,,,,,"00:55:14 (-2)",
629,"team094 安徽财经大学",1,01:35:25,,(-5),,,,,,(-7),(-5),,"00:55:25 (-2)",
630,"team196 韶关学院",1,01:37:21,,,,,,,,"01:17:21 (-1)",,,(-3),
631,"team510 南京航空航天大学",1,01:43:27,,,,,,,,01:43:27,,,(-1),
632,"team130 南京外国语学校",1,01:45:49,,(-1),,,,,,(-1),"01:25:49 (-1)",,(-1),
633,"team967 华东理工大学",1,01:56:19,,,,,,,,,(-3),,"01:16:19 (-2)",
634,"team502 南京航空航天大学",1,01:59:31,,,,,,,,,,,"01:39:31 (-1)",
635,"team236 阜阳师范大学",1,02:06:08,,,,,,,,"01:46:08 (-1)",,,(-8),
636,"team522 广州华商学院",1,02:11:39,,,,,,,,02:11:39,,,(-3),
637,"team665 北方工业大学",1,02:13:20,,,,,,,,02:13:20,,,(-2),
638,"team1026 北京建筑大学",1,02:17:28,,(-8),,,,,,,,,"01:17:28 (-3)",
639,"team343 南京大学",1,02:21:30,,,,,,,,(-1),,,"00:41:30 (-5)",
640,"team397 安徽大学",1,02:22:06,,,,,,,,"02:02:06 (-1)",,,(-4),
641,"team630 山东财经大学",1,02:30:18,,,,,,,,"02:10:18 (-1)",,,(-3),
642,"team005 扬州大学",1,02:36:53,,,,,,,,02:36:53,,,(-5),
643,"team607 河南工程学院",1,02:46:07,,,,,,,,02:46:07,,,(-2),
644,"team799 西南财经大学",1,03:10:22,,,,,,,,03:10:22,(-2),,(-1),
645,"team663 北方工业大学",1,03:21:51,,,,,,,,"02:21:51 (-3)",,,,
646,"team940 长沙师范学院",1,03:34:50,,,,,,(-4),,"02:34:50 (-3)",,,(-2),
647,"team837 南京邮电大学",1,03:38:52,,,,,,,,,,,"03:18:52 (-1)",
648,"team844 四川省成都市第七中学",1,03:42:13,,,,,,,,,,,"03:22:13 (-1)",
649,"team549 武汉纺织大学",1,03:51:34,,,,,,,,(-1),,,03:51:34,
650,"team852 华中科技大学",1,03:56:26,,,,,,,,"03:16:26 (-2)",,,,
651,"team797 香港科技大学（广州）",1,04:53:42,,(-1),,,,,,,,,"04:33:42 (-1)",
652,"team1025 贵州大学",1,04:54:52,,,,,,,,"04:14:52 (-2)",(-7),,,
653,"team714 吉林大学",1,05:01:33,,"03:41:33 (-4)",,,,,,,,,,
654,"team847 哈尔滨工业大学（威海）",1,05:07:53,,,,,,,,(-1),,,"00:47:53 (-13)",
655,"team887 河海大学",1,05:11:55,,,,,,,,(-1),"04:51:55 (-1)",,(-1),
656,"team279 河南工程学院",1,05:29:53,,,,,,,,"04:09:53 (-4)",,,(-6),
657,"team1052 中山市中山纪念中学",1,07:03:04,"04:43:04 (-7)",,,,,,,,,,,
658,"team002 华东师范大学第二附属中学",0,00:00:00,,,,,,,,,,,,
659,"team003 华东师范大学第二附属中学",0,00:00:00,,,,,,,,,,,,
660,"team004 华东师范大学第二附属中学",0,00:00:00,,,,,,,,,,,,
661,"team006 绍兴文理学院",0,00:00:00,,,,,,,,,,,,
662,"team007 绍兴文理学院",0,00:00:00,,,,,,,,,,,,
663,"team008 绍兴文理学院",0,00:00:00,,,,,,,,,,,,
664,"team011 华东师范大学",0,00:00:00,,,,,,,,,,,,
665,"team012 华东师范大学",0,00:00:00,,,,,,,,,,,,
666,"team017 广州市铁一中学",0,00:00:00,,,,,,,,,,,,
667,"team018 中国海洋大学",0,00:00:00,,,,,,,,,,,,
668,"team020 中国海洋大学",0,00:00:00,,,,,,,,,,,,
669,"team022 华东理工大学",0,00:00:00,,,,,,,,,,,,
670,"team024 华东理工大学",0,00:00:00,,,,,,,,,,,,
671,"team025 华东理工大学",0,00:00:00,,,,,,,,,,,,
672,"team026 西南大学",0,00:00:00,,,,,,,,,,,,
673,"team027 大连东软信息学院",0,00:00:00,,,,,,,,,,,,
674,"team029 温州商学院",0,00:00:00,,,,,,,,,,,,
675,"team036 郑州外国语学校",0,00:00:00,,,,,,,,,,,,
676,"team037 四川省绵阳南山中学",0,00:00:00,,,,,,,,,,,,
677,"team038 浙江经贸职业技术学院",0,00:00:00,,,,,,,,,,,,
678,"team040 南京中医药大学",0,00:00:00,,,,,,,,,,,,
679,"team048 蒙自市第一高级中学",0,00:00:00,,,,,,,,,,,,
680,"team049 蒙自市第一高级中学",0,00:00:00,,,,,,,,,,,,
681,"team051 东北大学",0,00:00:00,,,,,,,,,,,,
682,"team052 东北大学",0,00:00:00,,,,,,,,,,,,
683,"team056 东北大学",0,00:00:00,,,,,,,,,,,,
684,"team061 浙江工业大学",0,00:00:00,,,,,,,,,,,,
685,"team069 南京工程学院",0,00:00:00,,,,,,,,,,,,
686,"team070 安徽师范大学",0,00:00:00,,,,,,,,,,,,
687,"team071 西北农林科技大学",0,00:00:00,,,,,,,,,,,(-2),
688,"team075 西北农林科技大学",0,00:00:00,,,,,,,,,,,,
689,"team080 武汉大学",0,00:00:00,,,,,,,,,,,,
690,"team090 长沙理工大学",0,00:00:00,,,,,,,,,,,,
691,"team091 长沙理工大学",0,00:00:00,,,,,,,,,,,,
692,"team092 长沙理工大学",0,00:00:00,,,,,,,,,,,,
693,"team093 长沙理工大学",0,00:00:00,,,,,,,,,,,,
694,"team096 绍兴职业技术学院",0,00:00:00,,,,,,,,,,,(-2),
695,"team097 上海电力大学",0,00:00:00,,,,,,,,,,,,
696,"team098 北京理工大学珠海学院",0,00:00:00,,,,,,,,,,,,
697,"team099 北京理工大学珠海学院",0,00:00:00,,,,,,,,,,,,
698,"team100 北京理工大学珠海学院",0,00:00:00,,,,,,,,,,,,
699,"team1000 金策工业综合大学",0,00:00:00,,,,,,,,,,,,
700,"team1001 杭州电子科技大学",0,00:00:00,,(-2),,,,,,,,,(-3),
701,"team101 南京外国语学校",0,00:00:00,,,,,,,,,,,,
702,"team1015 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,
703,"team1016 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,
704,"team1017 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,
705,"team1018 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,
706,"team1019 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,
707,"team1020 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,
708,"team1021 云南大学",0,00:00:00,,,,,,,,,,,,
709,"team1022 云南大学",0,00:00:00,,,,,,,,,,,,
710,"team1023 上海建桥学院",0,00:00:00,,,,,,,,,,,,
711,"team1029 金陵中学河西分校",0,00:00:00,,,,,,,,,,,,
712,"team1030 金陵中学河西分校",0,00:00:00,,,,,,,,,,,,
713,"team1031 金陵中学河西分校",0,00:00:00,,,,,,,,,,,,
714,"team1033 香港大学",0,00:00:00,,,,,,,,,,,,
715,"team1039 南京市第一中学",0,00:00:00,,,,,,,,,,,,
716,"team1040 南京市第一中学",0,00:00:00,,,,,,,,,,,,
717,"team1044 东南大学",0,00:00:00,,,,,,,,,,,,
718,"team1045 东南大学",0,00:00:00,,,,,,,,,,,,
719,"team1047 湖南师范大学附属中学",0,00:00:00,,,,,,,,,,,,
720,"team1048 湖南师范大学附属中学",0,00:00:00,,,,,,,,,,,,
721,"team1049 长沙市长郡中学",0,00:00:00,,,,,,,,,,,,
722,"team1051 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,
723,"team1054 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,
724,"team1055 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,
725,"team1056 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,
726,"team1057 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,
727,"team1059 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,
728,"team106 南京外国语学校",0,00:00:00,,,,,,,,,,,,
729,"team1060 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,
730,"team1061 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,
731,"team1062 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,
732,"team1063 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,
733,"team1064 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,
734,"team1065 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,
735,"team1066 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,
736,"team1067 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,
737,"team1068 山河大学",0,00:00:00,,,,,,,,,,,,
738,"team1069 山河大学",0,00:00:00,,,,,,,,,,,,
739,"team107 南京外国语学校",0,00:00:00,,,,,,,,,,,,
740,"team1070 山河大学",0,00:00:00,,,,,,,,,,,,
741,"team1071 山河大学",0,00:00:00,,,,,,,,,,,,
742,"team1072 山河大学",0,00:00:00,,,,,,,,,,,,
743,"team1073 山河大学",0,00:00:00,,,,,,,,,,,,
744,"team1074 山河大学",0,00:00:00,,,,,,,,,,,,
745,"team1075 山河大学",0,00:00:00,,,,,,,,,,,,
746,"team1076 山河大学",0,00:00:00,,,,,,,,,,,,
747,"team1077 山河大学",0,00:00:00,,,,,,,,,,,,
748,"team1078 山河大学",0,00:00:00,,,,,,,,,,,,
749,"team1079 山河大学",0,00:00:00,,,,,,,,,,,,
750,"team1080 山河大学",0,00:00:00,,,,,,,,,,,,
751,"team1081 山河大学",0,00:00:00,,,,,,,,,,,,
752,"team1082 山河大学",0,00:00:00,,,,,,,,,,,,
753,"team1083 山河大学",0,00:00:00,,,,,,,,,,,,
754,"team1084 山河大学",0,00:00:00,,,,,,,,,,,,
755,"team1085 山河大学",0,00:00:00,,,,,,,,,,,,
756,"team1086 山河大学",0,00:00:00,,,,,,,,,,,,
757,"team1087 山河大学",0,00:00:00,,,,,,,,,,,,
758,"team1088 山河大学",0,00:00:00,,,,,,,,,,,,
759,"team1089 山河大学",0,00:00:00,,,,,,,,,,,,
760,"team1090 山河大学",0,00:00:00,,,,,,,,,,,,
761,"team1091 山河大学",0,00:00:00,,,,,,,,,,,,
762,"team1092 山河大学",0,00:00:00,,,,,,,,,,,,
763,"team1093 山河大学",0,00:00:00,,,,,,,,,,,,
764,"team1094 山河大学",0,00:00:00,,,,,,,,,,,,
765,"team1095 山河大学",0,00:00:00,,,,,,,,,,,,
766,"team1096 山河大学",0,00:00:00,,,,,,,,,,,,
767,"team1097 山河大学",0,00:00:00,,,,,,,,,,,,
768,"team1098 山河大学",0,00:00:00,,,,,,,,,,,,
769,"team1099 山河大学",0,00:00:00,,,,,,,,,,,,
770,"team1100 山河大学",0,00:00:00,,,,,,,,,,,,
771,"team1101 山河大学",0,00:00:00,,,,,,,,,,,,
772,"team1102 山河大学",0,00:00:00,,,,,,,,,,,,
773,"team1103 山河大学",0,00:00:00,,,,,,,,,,,,
774,"team1104 山河大学",0,00:00:00,,,,,,,,,,,,
775,"team1105 山河大学",0,00:00:00,,,,,,,,,,,,
776,"team1106 山河大学",0,00:00:00,,,,,,,,,,,,
777,"team1107 山河大学",0,00:00:00,,,,,,,,,,,,
778,"team1108 山河大学",0,00:00:00,,,,,,,,,,,,
779,"team1109 山河大学",0,00:00:00,,,,,,,,,,,,
780,"team1110 山河大学",0,00:00:00,,,,,,,,,,,,
781,"team1111 山河大学",0,00:00:00,,,,,,,,,,,,
782,"team1112 山河大学",0,00:00:00,,,,,,,,,,,,
783,"team1113 山河大学",0,00:00:00,,,,,,,,,,,,
784,"team1114 山河大学",0,00:00:00,,,,,,,,,,,,
785,"team1115 山河大学",0,00:00:00,,,,,,,,,,,,
786,"team1116 山河大学",0,00:00:00,,,,,,,,,,,,
787,"team1117 山河大学",0,00:00:00,,,,,,,,,,,,
788,"team1118 山河大学",0,00:00:00,,,,,,,,,,,,
789,"team1119 山河大学",0,00:00:00,,,,,,,,,,,,
790,"team1120 山河大学",0,00:00:00,,,,,,,,,,,,
791,"team1121 山河大学",0,00:00:00,,,,,,,,,,,,
792,"team1122 山河大学",0,00:00:00,,,,,,,,,,,,
793,"team1123 山河大学",0,00:00:00,,,,,,,,,,,,
794,"team1124 山河大学",0,00:00:00,,,,,,,,,,,,
795,"team1125 山河大学",0,00:00:00,,,,,,,,,,,,
796,"team1126 山河大学",0,00:00:00,,,,,,,,,,,,
797,"team1127 山河大学",0,00:00:00,,,,,,,,,,,,
798,"team1128 山河大学",0,00:00:00,,,,,,,,,,,,
799,"team1129 山河大学",0,00:00:00,,,,,,,,,,,,
800,"team1130 山河大学",0,00:00:00,,,,,,,,,,,,
801,"team1131 山河大学",0,00:00:00,,,,,,,,,,,,
802,"team1132 山河大学",0,00:00:00,,,,,,,,,,,,
803,"team1133 山河大学",0,00:00:00,,,,,,,,,,,,
804,"team1134 山河大学",0,00:00:00,,,,,,,,,,,,
805,"team1135 山河大学",0,00:00:00,,,,,,,,,,,,
806,"team1136 山河大学",0,00:00:00,,,,,,,,,,,,
807,"team1137 山河大学",0,00:00:00,,,,,,,,,,,,
808,"team1138 山河大学",0,00:00:00,,,,,,,,,,,,
809,"team1139 山河大学",0,00:00:00,,,,,,,,,,,,
810,"team114 南京外国语学校",0,00:00:00,,,,,,,,,,,,
811,"team1140 山河大学",0,00:00:00,,,,,,,,,,,,
812,"team1141 山河大学",0,00:00:00,,,,,,,,,,,,
813,"team1142 山河大学",0,00:00:00,,,,,,,,,,,,
814,"team1143 山河大学",0,00:00:00,,,,,,,,,,,,
815,"team1144 山河大学",0,00:00:00,,,,,,,,,,,,
816,"team1145 山河大学",0,00:00:00,,,,,,,,,,,,
817,"team1146 山河大学",0,00:00:00,,,,,,,,,,,,
818,"team1147 山河大学",0,00:00:00,,,,,,,,,,,,
819,"team1148 山河大学",0,00:00:00,,,,,,,,,,,,
820,"team1149 山河大学",0,00:00:00,,,,,,,,,,,,
821,"team115 南京外国语学校",0,00:00:00,,,,,,,,,,,,
822,"team1150 山河大学",0,00:00:00,,,,,,,,,,,,
823,"team1151 山河大学",0,00:00:00,,,,,,,,,,,,
824,"team1152 山河大学",0,00:00:00,,,,,,,,,,,,
825,"team1153 山河大学",0,00:00:00,,,,,,,,,,,,
826,"team1154 山河大学",0,00:00:00,,,,,,,,,,,,
827,"team1155 山河大学",0,00:00:00,,,,,,,,,,,,
828,"team1156 山河大学",0,00:00:00,,,,,,,,,,,,
829,"team1157 山河大学",0,00:00:00,,,,,,,,,,,,
830,"team1158 山河大学",0,00:00:00,,,,,,,,,,,,
831,"team1159 山河大学",0,00:00:00,,,,,,,,,,,,
832,"team116 南京外国语学校",0,00:00:00,,,,,,,,,,,,
833,"team1160 山河大学",0,00:00:00,,,,,,,,,,,,
834,"team1161 山河大学",0,00:00:00,,,,,,,,,,,,
835,"team1162 山河大学",0,00:00:00,,,,,,,,,,,,
836,"team1163 山河大学",0,00:00:00,,,,,,,,,,,,
837,"team1164 山河大学",0,00:00:00,,,,,,,,,,,,
838,"team1165 山河大学",0,00:00:00,,,,,,,,,,,,
839,"team1166 山河大学",0,00:00:00,,,,,,,,,,,,
840,"team1167 山河大学",0,00:00:00,,,,,,,,,,,,
841,"team1168 山河大学",0,00:00:00,,,,,,,,,,,,
842,"team1169 山河大学",0,00:00:00,,,,,,,,,,,,
843,"team117 南京外国语学校",0,00:00:00,,,,,,,,,,,,
844,"team1170 山河大学",0,00:00:00,,,,,,,,,,,,
845,"team1171 山河大学",0,00:00:00,,,,,,,,,,,,
846,"team1172 山河大学",0,00:00:00,,,,,,,,,,,,
847,"team1173 山河大学",0,00:00:00,,,,,,,,,,,,
848,"team1174 山河大学",0,00:00:00,,,,,,,,,,,,
849,"team1175 山河大学",0,00:00:00,,,,,,,,,,,,
850,"team1176 山河大学",0,00:00:00,,,,,,,,,,,,
851,"team1177 山河大学",0,00:00:00,,,,,,,,,,,,
852,"team1178 山河大学",0,00:00:00,,,,,,,,,,,,
853,"team1179 山河大学",0,00:00:00,,,,,,,,,,,,
854,"team118 南京外国语学校",0,00:00:00,,,,,,,,,,,,
855,"team1180 山河大学",0,00:00:00,,,,,,,,,,,,
856,"team1181 山河大学",0,00:00:00,,,,,,,,,,,,
857,"team1182 山河大学",0,00:00:00,,,,,,,,,,,,
858,"team1183 山河大学",0,00:00:00,,,,,,,,,,,,
859,"team1184 山河大学",0,00:00:00,,,,,,,,,,,,
860,"team1185 山河大学",0,00:00:00,,,,,,,,,,,,
861,"team1186 山河大学",0,00:00:00,,,,,,,,,,,,
862,"team1187 山河大学",0,00:00:00,,,,,,,,,,,,
863,"team1188 山河大学",0,00:00:00,,,,,,,,,,,,
864,"team1189 山河大学",0,00:00:00,,,,,,,,,,,,
865,"team119 南京外国语学校",0,00:00:00,,,,,,,,,,,,
866,"team1190 山河大学",0,00:00:00,,,,,,,,,,,,
867,"team1191 山河大学",0,00:00:00,,,,,,,,,,,,
868,"team1192 山河大学",0,00:00:00,,,,,,,,,,,,
869,"team1193 山河大学",0,00:00:00,,,,,,,,,,,,
870,"team1194 山河大学",0,00:00:00,,,,,,,,,,,,
871,"team1195 山河大学",0,00:00:00,,,,,,,,,,,,
872,"team1196 山河大学",0,00:00:00,,,,,,,,,,,,
873,"team1197 山河大学",0,00:00:00,,,,,,,,,,,,
874,"team1198 山河大学",0,00:00:00,,,,,,,,,,,,
875,"team1199 山河大学",0,00:00:00,,,,,,,,,,,,
876,"team120 南京外国语学校",0,00:00:00,,,,,,,,,,,,
877,"team1200 山河大学",0,00:00:00,,,,,,,,,,,,
878,"team1209 山河大学",0,00:00:00,,,,,,,,,,,,
879,"team121 南京外国语学校",0,00:00:00,,,,,,,,,,,,
880,"team1210 山河大学",0,00:00:00,,,,,,,,,,,,
881,"team1211 山河大学",0,00:00:00,,,,,,,,,,,,
882,"team1212 山河大学",0,00:00:00,,,,,,,,,,,,
883,"team1213 山河大学",0,00:00:00,,,,,,,,,,,,
884,"team1214 山河大学",0,00:00:00,,,,,,,,,,,,
885,"team1215 山河大学",0,00:00:00,,,,,,,,,,,,
886,"team1216 山河大学",0,00:00:00,,,,,,,,,,,,
887,"team1217 山河大学",0,00:00:00,,,,,,,,,,,,
888,"team1218 山河大学",0,00:00:00,,,,,,,,,,,,
889,"team1219 山河大学",0,00:00:00,,,,,,,,,,,,
890,"team122 南京外国语学校",0,00:00:00,,,,,,,,,,,,
891,"team1220 山河大学",0,00:00:00,,,,,,,,,,,,
892,"team1221 山河大学",0,00:00:00,,,,,,,,,,,,
893,"team1222 山河大学",0,00:00:00,,,,,,,,,,,,
894,"team1223 山河大学",0,00:00:00,,,,,,,,,,,,
895,"team1224 山河大学",0,00:00:00,,,,,,,,,,,,
896,"team1225 山河大学",0,00:00:00,,,,,,,,,,,,
897,"team1226 山河大学",0,00:00:00,,,,,,,,,,,,
898,"team1227 山河大学",0,00:00:00,,,,,,,,,,,,
899,"team1228 山河大学",0,00:00:00,,,,,,,,,,,,
900,"team1229 山河大学",0,00:00:00,,,,,,,,,,,,
901,"team123 南京外国语学校",0,00:00:00,,,,,,,,,,,,
902,"team1230 山河大学",0,00:00:00,,,,,,,,,,,,
903,"team1232 山河大学",0,00:00:00,,,,,,,,,,,,
904,"team1233 山河大学",0,00:00:00,,,,,,,,,,,,
905,"team1234 山河大学",0,00:00:00,,,,,,,,,,,,
906,"team124 南京外国语学校",0,00:00:00,,,,,,,,,,,,
907,"team125 南京外国语学校",0,00:00:00,,,,,,,,,,,,
908,"team126 南京外国语学校",0,00:00:00,,,,,,,,,,,,
909,"team127 南京外国语学校",0,00:00:00,,,,,,,,,,,,
910,"team129 南京外国语学校",0,00:00:00,,,,,,,,,,,,
911,"team137 浙大宁波理工学院",0,00:00:00,,,,,,,,,,,,
912,"team138 山河大学宁波分校",0,00:00:00,,,,,,,,(-2),,,,
913,"team139 山河大学宁波分校",0,00:00:00,,,,,,,,(-2),(-1),,(-1),
914,"team140 山河大学宁波分校",0,00:00:00,,,,,,,,(-2),(-2),,,
915,"team144 浙江万里学院",0,00:00:00,,,,,,,,,,,(-2),
916,"team149 郑州大学",0,00:00:00,,,,,,,,,,,,
917,"team153 清华大学附属中学",0,00:00:00,,,,,,,,,,,,
918,"team155 清华大学附属中学",0,00:00:00,,,,,,,,,,,,
919,"team156 杭州医学院",0,00:00:00,,,,,,,,,,,(-1),
920,"team157 杭州医学院",0,00:00:00,,,,,,,,,,,,
921,"team158 杭州医学院",0,00:00:00,,,,,,,,,,,,
922,"team159 杭州医学院",0,00:00:00,(-1),,,,,,,(-1),,,(-1),
923,"team164 山东理工大学",0,00:00:00,,,,,,,,,,,,
924,"team165 山东理工大学",0,00:00:00,,,,,,,,,,,,
925,"team174 徐州市三十六中",0,00:00:00,,,,,,,,,,,,
926,"team177 莆田学院",0,00:00:00,,,,,,,,,,,,
927,"team178 莆田学院",0,00:00:00,,,,,,,,,,,,
928,"team179 莆田学院",0,00:00:00,,,,,,,,(-2),,,(-1),
929,"team194 东莞中学松山湖学校",0,00:00:00,,,,,,,,,,,,
930,"team197 韶关学院",0,00:00:00,,,,,,,,,,,,
931,"team198 韶关学院",0,00:00:00,,,,,,,,(-1),,,,
932,"team199 华北理工大学",0,00:00:00,,,,,,,,,,,,
933,"team200 江西财经大学",0,00:00:00,,,,,,,,,,,,
934,"team204 武汉职业技术学院",0,00:00:00,,,,,,,,,,,,
935,"team207 苏州大学",0,00:00:00,,,,,,,,,,,,
936,"team212 浙江理工大学",0,00:00:00,,,,,,,,,,,,
937,"team221 大连海事大学",0,00:00:00,,,,,,,,,,,,
938,"team222 大连海事大学",0,00:00:00,,,,,,,,,,,,
939,"team223 大连海事大学",0,00:00:00,,,,,,,,,,,,
940,"team226 成都信息工程大学",0,00:00:00,,,,,,,,,,,,
941,"team230 内蒙古大学",0,00:00:00,,,,,,,,,,,,
942,"team231 内蒙古大学",0,00:00:00,,,,,,,,,,,,
943,"team232 内蒙古大学",0,00:00:00,,,,,,,,,,,,
944,"team234 长安大学",0,00:00:00,,,,,,,,,,,,
945,"team235 长安大学",0,00:00:00,,,,,,,,,,,,
946,"team238 南京邮电大学通达学院",0,00:00:00,,,,,,,,,,,,
947,"team239 南京邮电大学通达学院",0,00:00:00,,,,,,,,,,,(-16),
948,"team240 南京邮电大学通达学院",0,00:00:00,,,,,,,,,,,,
949,"team241 香港大学",0,00:00:00,,,,,,,,,,,,
950,"team242 广西科技大学",0,00:00:00,,,,,,,,,,,,
951,"team243 山西大学",0,00:00:00,,,,,,,,,,,,
952,"team247 合肥工业大学",0,00:00:00,,,,,,,,,,,,
953,"team248 合肥工业大学",0,00:00:00,,,,,,,,,,,,
954,"team250 钉耙编程-小学组-林骏烨",0,00:00:00,,,,,,,,,,,,
955,"team251 成都理工大学",0,00:00:00,,,,,,,,,,,,
956,"team252 成都理工大学",0,00:00:00,,,,,,,,,,,,
957,"team253 成都理工大学",0,00:00:00,,,,,,,,,,,,
958,"team255 成都理工大学",0,00:00:00,,,,,,,,,,,,
959,"team259 南京理工大学",0,00:00:00,,,,,,,,,,,,
960,"team261 北京理工大学",0,00:00:00,,,,,,,,,,,,
961,"team280 武汉大学",0,00:00:00,,,,,,,,,,,,
962,"team290 宁波大学",0,00:00:00,,,,,,,,,,,,
963,"team291 宁波大学",0,00:00:00,,,,,,,,,,,,
964,"team320 中国地质大学（北京）",0,00:00:00,,,,,,,,,,,,
965,"team325 中国地质大学（北京）",0,00:00:00,,,,,,,,,,,,
966,"team326 安徽工业大学",0,00:00:00,,,,,,,,,,,,
967,"team327 安徽工业大学",0,00:00:00,,,,,,,,,,,,
968,"team328 钉耙编程-小学组-余正霖",0,00:00:00,,,,,,,,,,,,
969,"team330 同济大学",0,00:00:00,,,,,,,,,,,,
970,"team332 同济大学",0,00:00:00,,,,,,,,,,,,
971,"team333 同济大学",0,00:00:00,,,,,,,,,,,,
972,"team338 湖南理工学院",0,00:00:00,,,,,,,,,,,,
973,"team339 北京信息科技大学",0,00:00:00,,,,,,,,,,,,
974,"team340 钉耙编程-小学组-高墨锴",0,00:00:00,,,,,,,,,,,,
975,"team345 南京大学",0,00:00:00,,,,,,,,(-2),,,(-3),
976,"team346 南京大学",0,00:00:00,,,,,,,,(-1),,,(-1),
977,"team349 南京大学",0,00:00:00,,,,,,,,,,,,
978,"team350 南京大学",0,00:00:00,,,,,,,,,,,,
979,"team351 南京大学",0,00:00:00,,,,,,,,,,,,
980,"team352 南京大学",0,00:00:00,,,,,,,,,(-3),,(-2),
981,"team353 南京大学",0,00:00:00,,,,,,,,,,,,
982,"team354 南京大学",0,00:00:00,,,,,,,,,,,,
983,"team355 华中农业大学",0,00:00:00,,,,,,,,,,,,
984,"team357 华中农业大学",0,00:00:00,,,,,,,,,,,,
985,"team358 华中农业大学",0,00:00:00,,,,,,,,,,,,
986,"team359 华中农业大学",0,00:00:00,,,,,,,,,,,,
987,"team364 浙江育英职业技术学院",0,00:00:00,,,,,,,,,,,,
988,"team366 长沙市雅礼中学",0,00:00:00,,,,(-11),,,,,,,,
989,"team370 浙大城市学院",0,00:00:00,,,,,,,,,,,,
990,"team371 浙大城市学院",0,00:00:00,,,,,,,,,,,,
991,"team379 浙大城市学院",0,00:00:00,,,,,,,,,,,,
992,"team381 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,
993,"team383 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,
994,"team384 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,
995,"team385 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,
996,"team388 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,
997,"team389 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,
998,"team390 湖南大学",0,00:00:00,,,,,,,,,,,,
999,"team392 湖南大学",0,00:00:00,,,,,,,,,,,,
1000,"team394 湖南大学",0,00:00:00,,,,,,,,,,,,
1001,"team396 安徽大学",0,00:00:00,,,,,,,,(-2),,,,
1002,"team398 安徽大学",0,00:00:00,,,,,,,,,,,,
1003,"team399 安徽大学",0,00:00:00,,,,,,,,,,,,
1004,"team400 安徽大学",0,00:00:00,,,,,,,,(-1),,,,
1005,"team402 哈尔滨理工大学",0,00:00:00,,,,,,,,(-2),,,,
1006,"team404 哈尔滨理工大学",0,00:00:00,,,,,,,,,,,,
