Rank,Author,Solved,Penalty,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012
147,"team533 电子科技大学",6,19:11:50,"03:36:14 (-5)","04:11:02 (-1)","01:20:39 (-1)",,"00:59:23 (-2)",04:43:20,"01:01:12 (-1)",,,,,
148,"team961 浙江师范大学",6,19:15:13,"03:28:26 (-2)","04:43:29 (-11)",01:14:23,,"00:26:46 (-2)","02:24:52 (-3)","00:37:17 (-1)",,,,,
149,"team758 武汉科技大学",6,19:28:09,"04:39:26 (-2)","02:26:07 (-1)",01:33:52,,"02:11:04 (-5)","03:17:25 (-2)","01:20:15 (-2)",,,,,
150,"team1231 山河大学",6,19:30:53,(-3),"03:06:05 (-2)","01:53:09 (-1)",,"01:01:45 (-4)",04:33:26,00:40:57,,"04:15:31 (-5)",,,
151,"team725 西安电子科技大学",6,19:45:47,02:23:09,,"01:45:32 (-5)",,"01:13:10 (-6)","03:44:01 (-1)","00:33:05 (-1)",,"02:46:50 (-9)",,,
152,"team130 南京外国语学校",6,19:55:54,"03:17:12 (-1)",03:37:15,02:50:20,,03:02:47,03:41:03,03:07:17,,(-2),,,
153,"team844 四川省成都市第七中学",6,20:35:24,"02:47:10 (-5)","03:07:54 (-21)",00:47:50,,"00:28:03 (-1)","03:35:41 (-1)",00:28:46,,(-2),,,
154,"team303 北京邮电大学",6,20:36:17,04:26:50,,01:15:27,,"01:11:04 (-4)",02:43:01,"02:33:32 (-2)",,"04:26:23 (-6)",,,
155,"team1029 金陵中学河西分校",5,05:12:10,00:35:28,,00:43:45,,00:10:13,"01:29:43 (-1)","00:53:01 (-3)",,,,,
156,"team012 华东师范大学",5,05:54:23,"01:35:21 (-1)",,00:59:59,,00:15:59,02:18:59,00:24:05,,(-24),,,
157,"team419 湘潭大学",5,06:37:42,02:57:45,(-9),00:18:47,,00:26:26,02:12:15,00:42:29,,,,,
158,"team876 复旦大学",5,06:53:31,"01:49:19 (-1)",,00:43:16,(-8),"00:13:32 (-1)","02:35:24 (-1)",00:32:00,,,,,
159,"team221 大连海事大学",5,07:06:21,01:38:12,(-4),"00:55:52 (-1)",,00:25:22,02:48:43,"00:38:12 (-1)",,,,,
160,"team150 武汉大学",5,07:30:37,"01:49:37 (-2)",(-1),00:55:12,,"00:18:36 (-1)",02:25:50,"00:41:22 (-1)",,(-6),,,
161,"team454 北京化工大学",5,07:36:45,02:19:48,,01:05:35,,"00:29:15 (-1)",02:37:54,00:44:13,,,,,
162,"team451 浙江农林大学",5,07:43:58,02:30:34,,00:54:58,(-8),00:08:44,03:40:13,00:29:29,,,,,
163,"team1010 杭州电子科技大学",5,07:50:04,"02:27:38 (-2)",,01:07:43,,"00:27:43 (-1)","01:43:23 (-1)","00:23:37 (-1)",,,,,
164,"team1009 杭州电子科技大学",5,08:03:14,02:24:15,(-1),01:12:34,,"00:52:21 (-1)",02:53:37,00:20:27,,,,,
165,"team371 浙大城市学院",5,08:08:57,,"03:21:09 (-1)",00:45:55,,00:15:15,02:56:28,00:30:10,,,,,
166,"team319 北京邮电大学",5,08:10:53,"02:21:33 (-1)",,00:45:21,,"00:33:16 (-1)",03:30:00,00:20:43,,,,,
167,"team317 北京邮电大学",5,08:11:07,02:09:15,,00:46:52,(-5),"00:11:19 (-1)","03:06:16 (-4)",00:17:25,,,,,
168,"team537 电子科技大学",5,08:11:08,"02:34:45 (-1)",,00:56:48,,00:29:46,"03:12:14 (-1)",00:17:35,,,,,
169,"team685 南京大学",5,08:12:30,"01:55:43 (-2)",(-3),01:23:41,,00:32:40,03:03:28,00:36:58,,(-11),,,
170,"team678 南京大学",5,08:16:56,"01:55:16 (-1)",,"00:37:40 (-1)",,"01:04:34 (-3)",02:46:59,00:12:27,,(-2),,,
171,"team271 北京理工大学",5,08:27:09,(-4),(-8),"00:58:43 (-1)","02:20:35 (-1)","00:30:53 (-1)",02:38:54,"00:38:04 (-1)",,,,,
172,"team146 武汉大学",5,08:34:59,02:29:15,,01:04:25,,00:13:35,03:47:23,"00:40:21 (-1)",,,,,
173,"team372 浙大城市学院",5,08:35:12,,03:08:02,00:45:50,,"00:13:36 (-1)",03:37:17,00:30:27,,,,,
174,"team1012 杭州电子科技大学",5,08:40:52,02:00:02,,01:05:21,(-4),00:08:55,"02:59:16 (-3)","00:47:18 (-2)",,,,,
175,"team275 浙江工商大学",5,08:41:07,"02:14:39 (-2)",(-1),"00:23:08 (-1)",,00:06:18,"03:08:25 (-2)","00:28:37 (-2)",,,,,
176,"team657 南京理工大学",5,08:43:29,02:27:54,,00:47:24,,00:28:23,04:14:03,"00:25:45 (-1)",,,,,
177,"team281 宁波大学",5,08:47:10,"03:36:16 (-1)",,01:12:18,,00:10:16,"02:08:45 (-1)","00:39:35 (-1)",,,,,
178,"team190 广东工业大学",5,08:47:42,"02:52:58 (-1)",,00:41:25,(-1),"00:08:28 (-1)",03:37:39,"00:27:12 (-1)",,,,,
179,"team823 南京邮电大学",5,08:53:44,"01:59:38 (-1)",,"01:16:23 (-1)",,00:24:57,03:59:30,00:33:16,,,,,
180,"team315 北京邮电大学",5,08:59:44,(-6),02:22:26,01:01:08,,00:07:00,"03:49:17 (-2)","00:39:53 (-1)",,,,,
181,"team211 浙江理工大学",5,09:05:10,02:31:48,,01:09:48,,00:20:42,"03:59:41 (-1)",00:43:11,,,,,
182,"team365 长沙市雅礼中学",5,09:12:55,"00:44:28 (-2)","01:43:50 (-3)",01:16:41,,"01:08:39 (-5)",,00:59:17,,,,,
183,"team314 北京邮电大学",5,09:25:16,(-12),"04:26:08 (-1)",00:47:07,,"00:25:42 (-2)",02:32:43,00:13:36,,,,,
184,"team759 武汉大学",5,09:27:45,"02:44:04 (-1)",(-8),01:35:12,,"00:19:42 (-1)",03:12:28,"00:36:19 (-1)",,,,,
185,"team699 湖南城市学院",5,09:39:31,02:38:19,,01:14:22,,"00:05:39 (-1)","03:28:39 (-4)",00:32:32,,,,,
186,"team273 浙江工商大学",5,09:50:48,(-8),"04:49:11 (-3)","00:32:08 (-1)",,"00:11:40 (-2)","01:12:36 (-1)","00:25:13 (-1)",,,,,
187,"team309 北京邮电大学",5,09:55:48,"03:05:21 (-1)",,01:01:10,,00:24:47,"03:28:30 (-3)",00:36:00,,,,,
188,"team972 天津大学",5,09:59:12,(-8),"02:28:56 (-1)",00:37:36,,"00:14:24 (-1)",04:33:09,"00:45:07 (-2)",,,,,
189,"team222 大连海事大学",5,10:00:50,02:53:57,,01:08:34,,"00:34:59 (-3)",03:46:12,"00:17:08 (-1)",,,,,
190,"team210 浙江理工大学",5,10:02:48,"02:30:03 (-1)",(-5),"01:42:53 (-1)",,00:37:16,03:46:20,"00:26:16 (-1)",,,,,
191,"team1011 杭州电子科技大学",5,10:03:37,"02:57:10 (-1)",,"01:10:43 (-1)",,"00:27:22 (-1)","02:59:07 (-2)","00:29:15 (-1)",,,,,
192,"team690 西南民族大学",5,10:05:11,04:52:52,,01:04:19,,00:10:05,03:15:50,00:42:05,,,,,
193,"team033 中国传媒大学",5,10:13:04,,04:11:51,00:58:58,,"00:21:46 (-1)",03:12:56,"00:47:33 (-1)",,,,,
194,"team1041 南京市第一中学",5,10:20:20,(-1),,00:39:12,,00:30:03,02:47:05,01:11:49,,"03:52:11 (-4)",,,
195,"team284 宁波大学",5,10:25:04,02:24:01,(-1),"01:12:09 (-2)",,"00:27:14 (-3)",02:32:20,"00:49:20 (-4)",,,,,
196,"team957 杭州第二中学",5,10:27:01,"01:44:06 (-1)",,"00:56:30 (-2)",,"00:18:11 (-1)","03:56:00 (-5)",00:32:14,,,,,
197,"team564 重庆大学",5,10:35:23,"03:28:24 (-1)",,01:00:26,,00:44:43,"04:26:54 (-1)",00:14:56,,,,,
198,"team723 西安电子科技大学",5,10:39:30,"04:12:18 (-1)",,01:18:23,,"01:09:53 (-2)",01:49:47,"00:49:09 (-1)",,,,,
199,"team586 福州大学",5,10:39:43,"02:18:37 (-5)",,01:15:02,,"00:44:57 (-1)",03:31:28,00:49:39,,,,,
200,"team245 中国计量大学",5,10:43:51,,"04:28:58 (-1)",01:21:36,,00:20:08,03:43:54,00:29:15,,,,,
201,"team674 南京大学",5,10:46:39,03:55:17,"03:07:35 (-1)",01:35:10,,"00:29:32 (-3)",(-1),00:19:05,,,,,
202,"team062 浙江工业大学",5,10:57:55,"02:49:57 (-2)",(-1),01:14:18,,"01:05:13 (-2)","02:50:53 (-2)","00:37:34 (-1)",,,,,
203,"team661 北方工业大学",5,11:02:15,02:13:03,(-4),01:17:17,,"00:26:25 (-2)","04:42:35 (-1)","01:02:55 (-1)",,,,,
204,"team135 浙大宁波理工学院",5,11:02:17,04:08:06,,01:07:48,,00:22:05,04:35:41,00:48:37,,,,,
205,"team965 浙江师范大学",5,11:03:15,"04:08:51 (-4)",,01:05:15,,00:08:22,"02:52:26 (-3)",00:28:21,,(-3),,,
206,"team229 天津仁爱学院",5,11:08:38,(-1),"03:53:41 (-1)",01:44:41,,00:39:57,03:26:16,01:04:03,,,,,
207,"team373 浙大城市学院",5,11:13:10,(-2),02:57:04,00:39:16,,"00:26:08 (-3)","03:45:25 (-6)",00:25:17,,,,,
208,"team430 中国矿业大学",5,11:18:21,(-1),04:16:34,"01:31:16 (-3)",,"00:19:22 (-1)","02:51:32 (-1)",00:39:37,,(-6),,,
209,"team272 北京理工大学",5,11:28:10,,"04:55:48 (-1)",01:16:05,,"01:06:24 (-3)","01:50:08 (-1)",00:39:45,,,,,
210,"team311 北京邮电大学",5,11:28:58,"02:32:39 (-2)",(-14),"01:48:09 (-1)",,"01:10:24 (-1)",03:07:27,01:30:19,,,,,
211,"team483 华南理工大学",5,11:33:14,"02:15:50 (-1)",,01:15:01,,"00:47:54 (-1)","04:40:40 (-3)","00:33:49 (-1)",,,,,
212,"team675 南京大学",5,11:38:57,"03:38:44 (-2)",,01:06:39,,"00:19:42 (-1)",04:26:37,"00:47:15 (-1)",,,,,
213,"team082 东北师范大学",5,11:44:30,,"03:59:56 (-3)",01:10:28,,00:08:01,"04:39:38 (-1)",00:26:27,,,,,
214,"team966 浙江师范大学",5,11:44:36,04:37:50,,01:03:43,,"00:06:41 (-1)","03:30:40 (-5)",00:25:42,,,,,
215,"team1035 浙江师范大学",5,11:49:41,"04:46:28 (-1)",,"01:01:23 (-1)",,"00:12:47 (-1)",04:12:35,00:36:28,,,,,
216,"team301 北京邮电大学",5,11:51:14,02:20:43,,"01:13:00 (-1)",,"00:37:27 (-1)","04:44:40 (-6)",00:15:24,,,,,
217,"team391 湖南大学",5,11:52:01,"02:18:00 (-5)",(-5),01:08:41,,"00:22:00 (-1)","04:09:02 (-3)","00:34:18 (-1)",,,,,
218,"team313 北京邮电大学",5,11:53:53,02:38:09,(-3),01:32:56,,"01:08:08 (-2)","03:43:42 (-3)","00:50:58 (-1)",,,,,
219,"team270 北京理工大学",5,11:55:18,04:26:51,,01:45:57,,"01:35:23 (-1)",03:12:50,00:34:17,,,,,
220,"team585 福州大学",5,11:55:22,"02:32:24 (-2)",,"01:36:17 (-1)",,"01:43:56 (-4)",03:00:01,00:42:44,,,,,
221,"team131 浙大宁波理工学院",5,11:58:06,04:22:26,,00:56:19,,00:15:19,"04:48:34 (-2)","00:35:28 (-1)",,,,,
222,"team500 南京航空航天大学",5,12:02:31,"03:25:05 (-3)",,01:07:46,,"00:32:18 (-3)",03:43:56,"00:53:26 (-1)",,,,,
223,"team694 华东师范大学",5,12:02:55,"02:29:51 (-1)",,"01:00:25 (-2)",,"00:29:33 (-2)","04:19:21 (-3)","00:43:45 (-1)",,,,,
224,"team269 北京理工大学",5,12:05:33,,"04:29:26 (-2)","01:31:26 (-1)",,00:30:15,03:38:37,00:55:49,,,,,
225,"team1034 浙江师范大学",5,12:08:08,03:45:34,,01:14:43,,"00:31:29 (-1)","04:43:13 (-1)","00:53:09 (-1)",,,,,
226,"team671 南京大学",5,12:09:32,01:09:30,,02:39:16,,"00:30:41 (-1)",03:45:04,"03:05:01 (-2)",,,,,
227,"team321 中国地质大学（北京）",5,12:12:30,"04:27:00 (-10)",,00:43:48,,"00:19:12 (-2)",02:15:45,00:26:45,,,,,
228,"team497 中国民航大学",5,12:13:52,"04:14:41 (-4)",,"01:12:10 (-2)",,"00:17:58 (-3)","02:26:34 (-2)",00:22:29,,,,,
229,"team484 华南理工大学",5,12:31:12,"04:15:14 (-1)",,"01:49:16 (-2)",,00:11:10,"02:51:18 (-2)","01:04:14 (-2)",,,,,
230,"team342 南京大学",5,12:31:38,"03:12:05 (-4)",,01:35:52,(-1),"00:55:25 (-1)",03:36:21,"01:11:55 (-1)",,,,,
231,"team821 南京邮电大学",5,12:41:29,"03:13:39 (-1)",,"01:32:13 (-3)",,"00:23:52 (-2)",03:51:59,"00:59:46 (-2)",,,,,
232,"team679 南京大学",5,12:46:09,"02:48:05 (-2)",,02:12:12,,"01:30:38 (-1)","03:54:13 (-1)","00:41:01 (-1)",,,,,
233,"team632 南阳理工学院",5,12:48:26,"04:41:20 (-1)",,01:36:40,,"01:02:23 (-2)",03:18:58,01:09:05,,,,,
234,"team618 绍兴一中",5,12:52:19,01:06:39,,04:23:51,,00:15:32,,"00:34:57 (-2)",,"03:11:20 (-8)",,,
235,"team449 西安电子科技大学",5,12:56:26,"03:26:50 (-2)",,"00:55:49 (-1)",,"01:25:47 (-5)","02:44:44 (-3)",00:43:16,,,,,
236,"team041 东北农业大学",5,12:57:00,"03:40:44 (-7)",(-1),"00:47:24 (-1)",,"00:13:23 (-2)","03:26:48 (-2)","00:28:41 (-1)",,(-1),,,
237,"team974 天津大学",5,13:01:55,"04:38:50 (-3)",,"00:52:39 (-1)",,"00:17:36 (-3)","03:59:46 (-1)",00:33:04,,,,,
238,"team964 浙江师范大学",5,13:06:12,(-4),,00:54:35,"04:34:59 (-8)",00:15:21,"03:16:31 (-2)","00:24:46 (-1)",,,,,
239,"team854 华中科技大学",5,13:07:53,"02:41:34 (-3)",(-2),03:31:12,,"00:10:29 (-1)",04:08:10,"00:56:28 (-1)",,,,,
240,"team108 南京外国语学校",5,13:09:16,01:25:59,,"04:29:06 (-1)",,"01:31:16 (-1)",04:16:09,00:46:46,,,,,
241,"team132 浙大宁波理工学院",5,13:16:05,"04:09:16 (-3)",(-1),01:29:15,,"00:54:38 (-4)",02:51:38,"01:11:18 (-1)",,,,,
242,"team645 南京信息工程大学",5,13:16:22,"04:03:52 (-3)",,01:44:34,,00:18:43,04:53:42,"00:35:31 (-2)",,(-1),,,
243,"team943 北京科技大学",5,13:25:49,"03:07:15 (-1)",,"01:34:52 (-3)",,"01:02:00 (-2)","04:06:51 (-2)",00:54:51,,,,,
244,"team010 山东科技大学",5,13:31:29,"04:28:16 (-6)",,01:15:06,,00:13:26,"04:56:42 (-1)",00:17:59,,(-4),,,
245,"team755 华中师范大学",5,13:52:11,"02:40:24 (-2)",,02:32:16,,"01:38:35 (-4)",03:48:45,"00:52:11 (-1)",,,,,
246,"team302 北京邮电大学",5,13:53:08,04:24:48,"04:00:01 (-1)","02:12:06 (-1)",,"00:55:10 (-3)",(-1),00:41:03,,,,,
247,"team180 广东工业大学",5,13:55:59,"04:24:52 (-3)",,01:05:20,,"00:28:49 (-3)",04:29:14,"00:47:44 (-2)",,,,,
248,"team265 北京理工大学",5,14:07:04,"03:19:13 (-8)",,"00:21:59 (-1)",,"00:43:09 (-1)",03:42:17,"01:20:26 (-4)",,,,(-2),
249,"team348 南京大学",5,14:12:44,(-2),04:21:15,01:07:13,,"02:57:14 (-5)",03:11:25,"00:35:37 (-1)",,,,,
250,"team374 浙大城市学院",5,14:16:34,,"03:55:38 (-3)",01:37:05,,00:25:16,"04:47:18 (-5)",00:51:17,,,,,
251,"team1051 中山市中山纪念中学",5,14:21:38,"04:04:10 (-2)","03:32:28 (-2)","02:47:42 (-1)",(-6),"00:52:13 (-2)",,00:45:05,,(-1),,,
252,"team792 香港科技大学（广州）",5,14:45:44,"04:11:40 (-3)",,"02:03:39 (-1)",,"00:27:33 (-2)",04:43:00,"00:59:52 (-1)",,,,,
253,"team584 福州大学",5,14:50:53,"03:48:45 (-8)",,00:51:00,,"00:22:29 (-1)","04:11:27 (-5)",00:57:12,,,,,
254,"team142 浙江万里学院",5,14:57:33,"02:32:43 (-3)",(-1),02:51:38,,"02:28:34 (-1)","03:16:35 (-1)",02:08:03,,(-1),,,
255,"team066 浙江工业大学",5,15:00:15,"03:45:15 (-2)",,"01:41:27 (-1)",,"02:10:10 (-5)","02:44:32 (-1)","01:18:51 (-1)",,,,,
256,"team386 华南师范大学附属中学",5,15:01:43,"04:38:25 (-1)",(-3),03:01:25,,"00:41:36 (-5)","02:35:56 (-5)",00:24:21,,,,,
257,"team028 武汉大学",5,15:17:24,(-5),"04:52:29 (-2)",02:29:36,,"01:31:28 (-3)",04:06:02,"00:17:49 (-1)",,,,,
258,"team647 南京信息工程大学",5,15:31:43,,,"01:53:52 (-1)",(-1),00:14:09,"04:35:37 (-2)","02:29:14 (-2)",,"02:58:51 (-5)",,,
259,"team143 浙江万里学院",5,16:00:02,"04:19:10 (-16)",,00:49:14,,00:13:07,03:48:25,"00:30:06 (-3)",,,,,
260,"team113 南京外国语学校",5,16:09:50,"03:23:29 (-2)",,"02:58:03 (-3)",,"00:57:28 (-7)","03:28:26 (-2)","00:22:24 (-1)",,,,,
261,"team963 浙江师范大学",5,16:46:24,04:01:12,,01:26:16,,"02:39:08 (-7)",02:59:44,"02:00:04 (-4)",,,,,
262,"team717 吉林大学",5,17:16:20,"01:58:17 (-2)","04:07:07 (-9)","01:22:04 (-14)",,"00:12:09 (-1)",,"00:36:43 (-1)",,,,,
263,"team469 延安大学西安创新学院",5,17:24:44,,03:07:29,"04:33:27 (-7)",,"01:41:46 (-5)",02:38:53,"01:03:09 (-1)",,,,,
264,"team1054 中山市中山纪念中学",5,17:29:08,,"03:49:25 (-4)","04:29:33 (-1)","02:08:49 (-5)","00:39:37 (-2)",,"01:01:44 (-4)",,,,,
265,"team109 南京外国语学校",5,17:36:22,"03:49:33 (-3)","02:57:56 (-7)",04:33:21,,"01:23:00 (-3)",,00:32:32,,,,,
266,"team259 南京理工大学",5,17:55:03,"03:32:36 (-2)",,02:30:42,,01:36:45,"04:25:04 (-5)","01:29:56 (-6)",,,,,
267,"team122 南京外国语学校",5,19:02:12,,,04:02:45,,"00:18:43 (-1)",04:41:47,"03:42:53 (-2)",,"04:36:04 (-2)",,,
268,"team711 吉林大学",5,20:01:32,03:47:07,,"00:38:49 (-1)",,"01:46:22 (-11)","04:47:38 (-14)",00:21:36,,,,,
269,"team631 南阳理工学院",5,20:47:13,"03:45:12 (-3)",,"02:25:26 (-1)",,"03:19:36 (-11)",04:27:18,"01:29:41 (-1)",,,,,
270,"team648 西南科技大学",4,03:11:32,(-1),,00:27:00,,00:07:53,"01:23:56 (-3)",00:12:43,,,,,
271,"team649 西南科技大学",4,03:32:22,,(-15),00:35:47,,"00:19:27 (-1)","01:39:36 (-1)",00:17:32,,,,,
272,"team650 西南科技大学",4,03:49:10,,,00:35:29,,00:13:59,"02:28:56 (-1)",00:10:46,,,,,(-1)
273,"team064 浙江工业大学",4,03:58:23,,,00:44:37,,"00:36:11 (-1)",01:58:41,00:18:54,,(-3),,,
274,"team274 浙江工商大学",4,04:15:52,(-2),,00:46:35,,"00:19:32 (-1)","01:53:47 (-1)",00:35:58,,,,,
275,"team001 华东师范大学第二附属中学",4,04:23:46,"00:30:43 (-1)",(-8),"00:35:54 (-6)",,"00:14:29 (-1)",,00:22:40,,,,,
276,"team853 华中科技大学",4,04:24:23,"01:43:41 (-1)",(-6),01:39:41,,00:14:19,,00:26:42,,,,,
277,"team907 大连理工大学",4,04:27:43,,,01:11:57,,"00:11:26 (-1)",02:26:46,00:17:34,,,,,
278,"team014 华东师范大学",4,04:45:09,,,01:17:22,,"00:18:46 (-1)",02:22:56,00:26:05,,(-3),,,
279,"team308 北京邮电大学",4,05:10:02,(-6),,01:03:00,,"00:56:39 (-2)",01:51:42,00:38:41,,,,,
280,"team753 华中师范大学",4,05:14:36,03:04:07,,01:05:42,,00:27:32,(-5),00:37:15,,,,,
281,"team971 天津大学",4,05:15:48,(-5),,00:55:41,,00:25:57,"02:52:13 (-1)",00:41:57,,,,,
282,"team401 哈尔滨理工大学",4,05:22:10,,(-2),"00:52:50 (-2)",,"00:09:57 (-1)",02:23:40,"00:35:43 (-1)",,,,,
283,"team784 浙江财经大学",4,05:26:27,,,"01:29:29 (-1)",,00:26:13,02:16:40,"00:34:05 (-1)",,,,,
284,"team192 广东工业大学",4,05:27:58,,,00:57:40,,00:14:43,03:47:04,00:28:31,,,,,
285,"team013 华东师范大学",4,05:37:40,(-4),(-6),00:51:57,,"00:19:21 (-1)","03:20:34 (-1)",00:25:48,,,,,
286,"team300 南方科技大学",4,05:48:25,(-2),,00:57:56,,"00:35:32 (-1)","02:30:59 (-2)",00:43:58,,,,,
287,"team852 华中科技大学",4,06:03:06,"02:43:11 (-2)",(-10),01:15:54,,00:29:45,(-3),00:54:16,,,,,
288,"team125 南京外国语学校",4,06:08:44,"01:36:00 (-1)",,01:13:35,,"00:32:58 (-3)",,"00:46:11 (-2)",,,,,
289,"team414 深圳中学",4,06:18:00,02:17:21,,01:27:07,,"00:31:31 (-4)",,00:42:01,,,,,
290,"team053 东北大学",4,06:19:44,(-1),,00:44:09,,"00:14:02 (-2)","03:57:19 (-1)",00:24:14,,,,,
291,"team973 天津大学",4,06:20:56,,,00:54:38,,00:24:39,04:23:40,00:37:59,,,,,
292,"team039 南阳师范学院",4,06:22:40,,,"01:01:00 (-1)",,00:13:38,"03:00:33 (-4)",00:27:29,,,,,
293,"team720 吉林大学",4,06:24:10,"02:53:57 (-3)",,"00:59:39 (-1)",,"00:31:06 (-1)",,00:19:28,,,,,
294,"team026 西南大学",4,06:30:58,,(-1),00:29:14,,"00:25:33 (-3)","03:29:32 (-1)",00:46:39,,,,,
295,"team167 北京林业大学",4,06:33:52,,,"01:48:51 (-2)",,00:13:50,03:11:45,00:39:26,,,,,
296,"team1043 南京理工大学",4,06:36:08,"03:01:25 (-2)",,"01:00:33 (-1)",,"00:17:56 (-2)",(-9),00:36:14,,,,,
297,"team782 浙江财经大学",4,06:39:37,(-2),,01:37:01,,"00:36:35 (-1)",02:45:22,"01:00:39 (-1)",,,,,
298,"team375 浙大城市学院",4,06:43:17,,"02:39:40 (-1)","01:23:01 (-3)",,"00:15:16 (-1)",(-7),00:45:20,,,,,
299,"team542 北京交通大学",4,06:44:27,,,01:50:10,,00:35:03,04:02:15,00:16:59,,,,,
300,"team162 山东理工大学",4,06:46:01,,,01:55:22,,00:54:50,03:45:09,00:10:40,,,,,
301,"team688 青岛科技大学",4,06:47:37,,,01:20:16,(-2),"00:17:43 (-2)","02:58:46 (-2)",00:50:52,,,,,
302,"team732 天津工业大学",4,06:50:07,,,00:57:45,,00:13:55,04:42:15,"00:36:12 (-1)",,(-1),,,
303,"team705 中南大学",4,06:58:54,,(-1),"01:34:51 (-1)",,00:10:22,"03:43:53 (-2)",00:29:48,,,,,
304,"team420 湘潭大学",4,06:59:53,(-1),,"01:09:53 (-1)",,"00:16:06 (-1)",03:57:24,"00:36:30 (-1)",,,,,
305,"team185 广东工业大学",4,07:00:16,(-3),,01:28:18,,"00:22:25 (-1)",04:12:48,00:36:45,,,,,
306,"team785 浙江财经大学",4,07:07:07,(-6),(-2),"01:38:09 (-3)",,00:23:13,03:19:40,00:46:05,,,,,
307,"team642 南京信息工程大学",4,07:08:43,"04:07:53 (-2)",,01:07:30,,00:15:53,,"00:37:27 (-1)",,,,,
308,"team016 华东师范大学",4,07:10:59,,,00:48:11,,00:09:43,"04:29:03 (-4)",00:24:02,,,,,
309,"team783 浙江财经大学",4,07:12:06,,,"01:41:21 (-1)",,"00:32:04 (-1)",03:28:13,00:50:28,,,,,
310,"team147 武汉大学",4,07:12:32,"04:56:52 (-1)",,01:09:08,(-3),00:17:15,,00:29:17,,,,,
311,"team906 大连理工大学",4,07:13:39,,,01:36:24,,00:52:09,"03:03:17 (-2)",01:01:49,,,,,
312,"team921 南昌大学",4,07:13:43,,(-2),"01:40:01 (-2)",,"00:14:46 (-1)",03:56:24,00:22:32,,,,,
313,"team171 湖南师范大学",4,07:14:33,(-9),,"01:49:05 (-2)",,"00:32:58 (-2)",02:45:38,00:46:52,,(-1),,,
314,"team283 宁波大学",4,07:21:59,(-7),,"01:24:51 (-1)",,"00:33:40 (-2)",03:27:44,00:55:44,,,,,
315,"team635 南阳理工学院",4,07:26:17,,,01:18:35,,00:25:12,04:24:53,"00:57:37 (-1)",,,,,
316,"team091 长沙理工大学",4,07:27:02,"03:18:30 (-5)",,"01:02:28 (-1)",,00:25:22,,00:40:42,,,,,
317,"team979 天津大学",4,07:27:10,,,"00:59:04 (-2)",,"00:20:57 (-1)","03:57:42 (-1)","00:29:27 (-1)",,,,,
318,"team069 南京工程学院",4,07:30:24,"03:23:23 (-1)",,01:37:42,,00:49:14,(-1),"01:00:05 (-1)",,,,,
319,"team975 天津大学",4,07:33:20,"03:18:44 (-2)",,"01:15:53 (-1)",,"00:18:10 (-2)",(-9),"00:40:33 (-1)",,,,,
320,"team728 青岛大学",4,07:34:01,(-10),,"01:18:41 (-2)",,"00:21:57 (-2)","02:50:22 (-1)","01:03:01 (-1)",,,,,
321,"team169 武汉大学",4,07:35:58,,,"00:54:02 (-1)",,"00:17:34 (-1)","04:38:27 (-1)","00:25:55 (-1)",,(-1),,,
322,"team976 天津大学",4,07:36:01,,,"02:04:02 (-1)",,00:56:10,03:00:44,"00:55:05 (-1)",,,,,
323,"team282 宁波大学",4,07:42:34,(-1),,"01:09:31 (-2)",,"00:47:06 (-2)",03:49:57,00:36:00,,,,,
324,"team054 东北大学",4,07:43:00,(-3),,"01:03:00 (-2)",,00:19:44,"04:41:33 (-1)",00:38:43,,,,,
325,"team686 青岛科技大学",4,07:43:13,"03:46:26 (-1)",,01:37:46,,00:49:23,,01:09:38,,,,,
326,"team172 湖南师范大学",4,07:46:20,,(-1),"01:02:31 (-3)",,00:08:16,"03:25:44 (-6)",00:09:49,,,,,
327,"team909 河南农业大学",4,07:46:37,,,01:26:02,,"00:24:25 (-2)",03:24:15,"00:51:55 (-3)",,,,,
328,"team183 广东工业大学",4,07:49:37,,,01:39:37,,00:22:57,"04:42:36 (-1)",00:44:27,,,,,
329,"team692 华东师范大学",4,07:50:04,(-1),,"00:59:20 (-1)",,"00:28:00 (-2)",04:19:55,"00:42:49 (-1)",,,,,
330,"team702 中南大学",4,07:51:08,04:00:15,,01:04:25,(-4),"00:35:56 (-3)",,"00:50:32 (-1)",,,,,
331,"team186 广东工业大学",4,07:57:40,,,01:26:01,(-5),"00:22:27 (-1)","04:14:07 (-2)","00:35:05 (-1)",,,,,
332,"team188 广东工业大学",4,07:58:54,(-5),,"01:35:06 (-1)",,00:23:21,"02:33:28 (-3)","01:06:59 (-3)",,,,,
333,"team452 浙江农林大学",4,08:00:58,"04:06:47 (-3)",,01:08:22,,"00:07:24 (-1)",,"00:38:25 (-2)",,,,,
334,"team524 厦门大学",4,08:03:29,(-1),,01:54:08,,"01:16:49 (-5)",02:52:06,00:20:26,,,,,
335,"team181 广东工业大学",4,08:04:38,,"04:06:29 (-1)","02:17:31 (-1)",(-4),00:22:54,(-6),00:37:44,,,,,
336,"team148 合肥工业大学宣城校区",4,08:10:01,(-1),,01:25:52,,"01:16:49 (-8)",02:03:43,00:43:37,,,,,
337,"team256 东华大学",4,08:13:31,,,01:00:03,,"00:25:34 (-5)",04:31:45,00:36:09,,(-12),,,
338,"team824 南京邮电大学",4,08:17:06,,,"01:30:52 (-1)",,"00:40:51 (-1)","03:26:19 (-3)",00:59:04,,,,,
