Rank,Author,Solved,Penalty,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012
154,"team051 东北大学",5,08:14:46,00:27:17,,,,,,01:03:56,"03:12:13 (-3)",,,"01:39:40 (-1)","00:11:40 (-1)"
155,"team843 四川省成都市第七中学",5,08:20:36,00:16:37,,(-30),(-1),,,00:38:50,"02:03:02 (-5)",,,"02:08:25 (-2)","00:13:42 (-2)"
156,"team939 福建师范大学",5,08:21:26,"00:16:28 (-1)",,,,,,00:41:38,"00:39:29 (-2)",,,"02:12:48 (-9)","00:11:03 (-1)"
157,"team319 北京邮电大学",5,08:21:56,"00:37:03 (-1)",,(-1),,,,"02:22:39 (-2)","02:44:56 (-1)",,,01:08:41,00:08:37
158,"team170 湖南师范大学",5,08:29:52,"00:29:59 (-2)",,(-9),,,,"01:48:10 (-1)","01:11:14 (-1)",,,02:07:54,"00:32:35 (-3)"
159,"team259 南京理工大学",5,08:30:26,01:00:35,(-7),(-5),,,,01:39:19,"02:27:03 (-2)",,,"02:06:51 (-1)",00:16:38
160,"team772 上海大学",5,08:32:35,00:27:47,,(-1),,,,"01:21:45 (-1)","02:32:57 (-1)",,,"02:17:59 (-3)",00:12:07
161,"team884 河海大学",5,08:34:51,"00:39:23 (-1)",(-3),(-2),,,,"01:10:28 (-2)","01:48:24 (-1)",,,02:07:11,"00:29:25 (-3)"
162,"team273 浙江工商大学",5,08:37:35,"00:32:42 (-4)",(-1),(-5),,,,"02:01:19 (-3)",01:26:49,,,01:11:35,"00:45:10 (-1)"
163,"team1051 中山市中山纪念中学",5,08:42:39,"00:29:55 (-1)",,(-7),,,,"00:59:02 (-1)","02:19:01 (-4)",,(-2),"01:59:10 (-2)",00:15:31
164,"team841 南京大学",5,08:42:53,01:50:50,,(-5),,,,01:21:57,"02:32:50 (-3)",,,01:45:08,00:12:08
165,"team812 重庆市育才中学",5,08:49:03,"01:29:02 (-1)",,(-9),,,,"00:53:08 (-3)",02:35:43,,,01:05:16,"00:25:54 (-3)"
166,"team964 浙江师范大学",5,09:00:00,00:23:27,,(-4),,,,01:40:06,"02:32:20 (-4)",,,01:59:59,"00:24:08 (-2)"
167,"team132 浙大宁波理工学院",5,09:02:10,"00:37:39 (-1)",,(-2),,,,01:05:31,"03:30:03 (-2)",,,02:05:49,"00:23:08 (-1)"
168,"team945 厦门实验中学",5,09:04:21,00:23:16,(-5),,,,,00:36:32,"01:47:08 (-4)",,,02:56:30,"01:00:55 (-3)"
169,"team185 广东工业大学",5,09:07:30,"01:16:21 (-1)",,(-1),,,,00:31:19,02:59:52,,,"02:34:09 (-1)","00:45:49 (-1)"
170,"team314 北京邮电大学",5,09:10:54,"01:13:38 (-2)",,(-2),,,,"02:20:04 (-2)","02:01:37 (-2)",,,01:24:24,00:11:11
171,"team720 吉林大学",5,09:13:03,"00:59:06 (-3)",,(-12),,,,"02:28:38 (-5)","00:47:11 (-2)",,,01:29:35,00:08:33
172,"team1046 湖南师范大学附属中学",5,09:13:23,00:28:37,(-13),(-16),,,,"02:28:12 (-1)",01:46:58,,,"01:50:50 (-3)","00:38:46 (-2)"
173,"team417 湘潭大学",5,09:13:47,"01:06:22 (-3)",,(-9),(-10),,,01:28:24,01:59:58,,,01:49:22,"00:49:41 (-3)"
174,"team533 电子科技大学",5,09:14:06,00:22:51,(-3),(-7),,,,"02:34:22 (-3)",01:36:06,,,02:02:11,"00:58:36 (-2)"
175,"team137 浙大宁波理工学院",5,09:17:19,"01:07:48 (-1)",,,,,,00:21:31,"04:06:23 (-2)",,,"01:36:25 (-1)",00:45:12
176,"team274 浙江工商大学",5,09:17:31,"01:03:22 (-1)",,(-8),,,,01:57:50,"03:16:55 (-1)",,,01:38:10,"00:21:14 (-1)"
177,"team210 浙江理工大学",5,09:19:22,00:20:33,,(-11),,,,00:43:27,"02:51:26 (-2)",,,"02:07:36 (-2)","00:16:20 (-5)"
178,"team315 北京邮电大学",5,09:26:31,00:40:22,,(-2),,,,02:49:57,02:04:35,,,03:10:29,"00:21:08 (-1)"
179,"team583 福州大学",5,09:30:44,"01:00:19 (-4)",,(-4),,,,"00:59:43 (-1)","01:48:49 (-2)",,,01:37:37,"00:24:16 (-4)"
180,"team804 哈尔滨工业大学",5,09:37:07,00:26:12,,(-4),,,,00:56:05,"03:04:31 (-1)",,,"02:27:02 (-2)","00:23:17 (-4)"
181,"team167 北京林业大学",5,09:39:43,00:51:00,,,,,,01:49:44,"01:57:48 (-1)",,,02:50:36,"00:50:35 (-3)"
182,"team579 北京工业大学",5,09:40:12,00:27:23,,,,,,"01:15:09 (-1)","02:38:23 (-5)",,,"01:26:39 (-1)","00:32:38 (-3)"
183,"team409 厦门双十中学",5,09:47:15,"00:28:08 (-1)",,(-18),,,,"00:52:55 (-5)","01:49:48 (-4)",,,01:22:46,"00:13:38 (-5)"
184,"team272 北京理工大学",5,09:48:52,"01:12:35 (-1)",,(-7),,,,"02:42:46 (-3)",02:08:06,,,01:34:21,"00:31:04 (-1)"
185,"team068 浙江工业大学",5,09:51:39,"00:59:41 (-1)",,,,,,01:42:05,03:38:03,,,02:17:22,"00:34:28 (-1)"
186,"team562 重庆大学",5,09:53:27,"00:42:37 (-3)",,(-4),,,,02:25:30,"02:07:42 (-1)",,,01:24:33,"00:53:05 (-3)"
187,"team602 郑州轻工业大学",5,09:56:07,"01:00:27 (-1)",,(-1),,,,01:49:00,03:16:15,,,02:43:47,"00:26:38 (-1)"
188,"team675 南京大学",5,09:57:08,00:24:19,,,,,,"01:07:11 (-2)","03:39:04 (-1)",,,"02:32:04 (-1)","00:34:30 (-1)"
189,"team963 浙江师范大学",5,09:59:11,00:33:50,,(-1),(-12),,,01:17:30,"02:43:34 (-2)",,,03:16:59,"00:47:18 (-2)"
190,"team161 山东理工大学",5,09:59:38,"01:10:09 (-3)",,,,,,01:48:08,"03:16:45 (-1)",,,02:09:08,00:15:28
191,"team561 重庆大学",5,09:59:54,00:30:28,,(-1),,,,"01:39:17 (-4)","02:48:27 (-5)",,,00:59:20,"00:22:22 (-2)"
192,"team601 郑州轻工业大学",5,10:05:43,"02:02:37 (-1)",,,,,,"01:11:23 (-1)",03:19:52,,,01:53:09,"00:18:42 (-2)"
193,"team762 义乌中学",5,10:09:36,"00:57:12 (-1)",,,,,,01:46:28,"03:30:41 (-5)",,,01:15:58,"00:19:17 (-1)"
194,"team443 杭州师范大学",5,10:11:01,"00:53:34 (-2)",,(-4),,,,01:43:57,"03:00:30 (-2)",,,02:40:31,"00:12:29 (-1)"
195,"team749 暨南大学",5,10:11:31,00:24:14,,,,,,"01:39:51 (-2)","02:47:33 (-3)",,,"01:47:11 (-4)","00:12:42 (-1)"
196,"team598 温州中学",5,10:12:55,"00:28:14 (-1)",(-8),(-6),,,,00:54:12,"02:39:37 (-4)",,,"01:35:59 (-5)","00:34:53 (-2)"
197,"team281 宁波大学",5,10:15:16,00:37:32,,(-4),,,,"01:39:01 (-2)","03:28:53 (-3)",,,"01:49:26 (-1)","00:20:24 (-1)"
198,"team993 东南大学",5,10:16:31,"01:32:18 (-1)",(-2),(-3),,,,"02:06:48 (-2)","01:23:16 (-2)",,,02:35:11,"00:18:58 (-2)"
199,"team1056 中山市中山纪念中学",5,10:17:05,01:05:54,,(-5),,,,"01:40:48 (-1)",03:03:08,,,"02:25:29 (-4)",00:21:46
200,"team673 南京大学",5,10:17:18,00:24:55,,,,,,"01:16:59 (-1)","02:53:54 (-4)",,,"03:29:33 (-1)",00:11:57
201,"team090 长沙理工大学",5,10:18:33,00:15:17,,(-11),,,,"02:17:32 (-4)","01:41:33 (-5)",,,01:32:52,"00:31:19 (-3)"
202,"team723 西安电子科技大学",5,10:20:53,"00:21:15 (-1)",,,,,,01:29:26,"04:28:48 (-4)",,,02:07:08,00:14:16
203,"team265 北京理工大学",5,10:21:49,"00:37:23 (-1)",,(-5),,,,"01:15:08 (-4)","01:27:17 (-3)",,,"02:11:21 (-3)","00:30:40 (-2)"
204,"team691 华东师范大学",5,10:25:06,00:30:33,(-2),(-5),,(-2),,"01:06:36 (-1)","03:38:35 (-7)",,,01:50:30,"00:18:52 (-1)"
205,"team222 大连海事大学",5,10:27:13,00:40:09,,,,,,"01:14:22 (-1)","04:37:47 (-3)",,,02:04:08,00:30:47
206,"team419 湘潭大学",5,10:27:34,00:37:43,,(-4),,,,01:04:18,"04:08:02 (-3)",,,02:04:28,"00:33:03 (-3)"
207,"team302 北京邮电大学",5,10:28:36,00:27:42,,(-5),,,,"02:47:02 (-1)","03:45:26 (-1)",,,"01:52:27 (-1)","00:15:59 (-1)"
208,"team062 浙江工业大学",5,10:31:14,00:57:18,,(-3),,,,01:52:06,"04:04:17 (-1)",,,02:47:33,00:30:00
209,"team552 清华大学",5,10:37:24,"00:55:29 (-2)",,(-18),,,,"03:50:55 (-4)","01:43:58 (-2)",,,01:11:15,00:15:47
210,"team731 天津工业大学",5,10:38:53,"01:00:54 (-2)",,,,,,"01:59:03 (-3)","02:43:50 (-1)",,,"01:51:18 (-2)",00:23:48
211,"team371 浙大城市学院",5,10:39:37,"01:02:11 (-1)",,,,,,01:25:25,"02:19:48 (-1)",,,02:47:52,"00:44:21 (-5)"
212,"team753 华中师范大学",5,10:40:17,"00:23:10 (-1)",,,,,,"01:41:26 (-1)","02:51:40 (-1)",,,03:57:30,00:46:31
213,"team065 浙江工业大学",5,10:41:58,00:18:19,,(-5),,,,01:08:51,03:05:57,,,"02:37:13 (-3)","00:31:38 (-6)"
214,"team063 浙江工业大学",5,10:42:04,00:41:15,(-4),(-1),,(-1),,"04:47:47 (-4)",01:15:36,(-2),,02:13:39,00:23:47
215,"team182 广东工业大学",5,10:45:06,"01:02:46 (-1)",,(-6),,,,"01:16:51 (-1)","03:29:06 (-3)",,,"01:47:36 (-2)","00:28:47 (-1)"
216,"team660 广州外语外贸大学",5,10:48:53,00:33:54,,(-1),,,,"01:26:47 (-1)","02:43:39 (-2)",,,03:46:47,"00:37:46 (-2)"
217,"team424 中国矿业大学",5,10:50:50,00:42:24,,,,,,"01:31:58 (-1)","03:57:42 (-4)",,,02:32:33,00:26:13
218,"team863 香港中文大学（深圳）",5,10:51:07,"00:32:08 (-1)",,(-1),,,,"03:02:28 (-4)","02:28:28 (-4)",,,01:35:43,00:12:20
219,"team457 北京化工大学",5,10:56:44,02:11:46,,(-1),,,,"02:32:50 (-1)",02:13:45,,,02:58:09,"00:20:14 (-1)"
220,"team173 湖南师范大学",5,11:02:35,"01:17:39 (-1)",,(-1),,,,02:00:35,"03:28:13 (-1)",,,02:32:04,"00:44:04 (-1)"
221,"team067 浙江工业大学",5,11:06:54,"00:58:35 (-1)",,(-4),,,,01:19:13,02:23:22,,,"04:05:21 (-3)","00:20:23 (-2)"
222,"team310 北京邮电大学",5,11:07:31,"01:02:23 (-1)",(-1),,,,,"01:35:59 (-1)",02:35:43,,,"03:14:32 (-3)","00:18:54 (-2)"
223,"team313 北京邮电大学",5,11:16:06,00:19:34,,(-2),,,,"01:35:49 (-1)","03:50:59 (-8)",,,"01:13:08 (-3)",00:16:36
224,"team717 吉林大学",5,11:16:12,"00:43:17 (-2)",(-1),(-13),,,,"01:41:29 (-4)","02:28:33 (-1)",,,"01:49:06 (-1)","00:53:47 (-3)"
225,"team648 西南科技大学",5,11:22:32,"00:48:21 (-1)",,,,,,"01:46:04 (-1)","03:49:27 (-5)",,,02:08:52,"00:09:48 (-1)"
226,"team079 安徽农业大学",5,11:32:06,"01:09:03 (-2)",,,,,,01:46:43,"03:23:24 (-1)",,,02:41:45,"00:31:11 (-3)"
227,"team312 北京邮电大学",5,11:32:50,"00:34:16 (-1)",,(-6),,,,"01:25:48 (-1)","03:57:17 (-4)",,,02:22:21,"00:33:08 (-2)"
228,"team770 上海大学",5,11:35:18,00:50:18,,,(-18),,,"01:17:59 (-1)","02:02:13 (-4)",,,"02:57:41 (-2)","00:27:07 (-5)"
229,"team694 华东师范大学",5,11:38:10,"00:59:44 (-5)",,(-4),,,,"02:26:40 (-2)",02:22:59,,,02:47:19,"00:21:28 (-1)"
230,"team311 北京邮电大学",5,11:46:03,"00:48:07 (-2)",,,,,,02:04:21,"04:16:49 (-3)",,,02:23:33,00:33:13
231,"team618 绍兴一中",5,11:46:08,01:03:35,,(-5),,,,"01:36:41 (-2)","01:56:21 (-5)",,,"03:15:08 (-2)","00:34:23 (-1)"
232,"team541 北京交通大学",5,11:51:08,"00:38:37 (-1)",(-5),(-2),,,,"03:23:42 (-5)","01:26:46 (-3)",,,"01:40:23 (-2)","00:21:40 (-2)"
233,"team218 浙江理工大学",5,11:55:04,"01:43:32 (-4)",,(-6),,,,"01:52:42 (-1)","03:34:24 (-1)",,,02:05:30,"00:18:56 (-1)"
234,"team966 浙江师范大学",5,11:55:14,"00:35:48 (-1)",,(-3),,,,"01:40:38 (-2)",03:46:01,,,"02:56:50 (-4)","00:15:57 (-1)"
235,"team638 厦门理工学院",5,11:58:53,01:00:30,,(-9),,,,"02:00:41 (-2)","03:05:00 (-1)",,,"02:19:22 (-1)","00:33:20 (-5)"
236,"team943 北京科技大学",5,12:03:44,01:39:39,(-7),,,,,"01:18:23 (-1)","02:36:33 (-2)",,,02:59:10,"01:29:59 (-3)"
237,"team585 福州大学",5,12:05:49,01:01:27,,,,,,01:46:18,04:38:57,,,"03:49:14 (-1)",00:29:53
238,"team1025 贵州大学",5,12:07:06,00:40:04,,(-2),,,,01:20:50,"03:39:08 (-9)",,(-2),"02:07:58 (-1)","00:19:06 (-2)"
239,"team143 浙江万里学院",5,12:09:25,"02:10:21 (-1)",,,,,,"02:03:46 (-1)","02:38:55 (-1)",,,03:02:07,"00:34:16 (-2)"
240,"team666 长春理工大学",5,12:10:07,"01:31:54 (-2)",,,,,,"02:38:03 (-1)","03:43:18 (-1)",,,"01:46:04 (-2)","00:10:48 (-1)"
241,"team783 浙江财经大学",5,12:12:23,01:21:38,,,,,,"03:20:56 (-1)","03:01:08 (-1)",,,01:44:52,"01:03:49 (-3)"
242,"team577 南京理工大学",5,12:13:25,"01:11:31 (-1)",,(-2),,,,02:53:16,"04:04:14 (-2)",,,"01:43:05 (-1)","00:41:19 (-1)"
243,"team148 合肥工业大学宣城校区",5,12:15:43,"00:30:43 (-1)",,,,,,"01:15:25 (-2)","04:02:40 (-3)",,,"03:15:06 (-3)",00:11:49
244,"team680 南京大学",5,12:18:58,"00:32:31 (-1)",,(-12),,,,00:59:54,"04:13:37 (-4)",,,"03:16:15 (-3)","00:16:41 (-1)"
245,"team449 西安电子科技大学",5,12:23:00,"01:08:53 (-2)",,(-5),,,,"02:08:10 (-2)","03:12:55 (-5)",,,01:28:15,"00:24:47 (-3)"
246,"team442 杭州师范大学",5,12:23:31,"00:54:00 (-3)",,(-1),,,,"01:41:34 (-1)","03:57:59 (-1)",,,03:49:01,00:20:57
247,"team813 重庆市育才中学",5,12:27:00,"01:36:09 (-7)",,,,,,"01:33:19 (-6)",03:03:00,,,01:46:48,00:07:44
248,"team316 北京邮电大学",5,12:29:34,"01:09:09 (-2)",,,,,,"01:53:18 (-4)","03:33:24 (-1)",,,03:00:05,00:33:38
249,"team877 复旦大学",5,12:31:23,00:39:51,,(-3),,,,"01:54:23 (-1)","02:59:41 (-1)",,,"02:45:49 (-6)","00:31:39 (-3)"
250,"team781 浙江财经大学",5,12:31:45,00:51:32,,,,,,"01:41:48 (-2)","04:35:40 (-7)",,,"01:47:58 (-1)",00:14:47
251,"team657 南京理工大学",5,12:32:14,"01:05:09 (-1)",,,,(-1),,"02:16:55 (-1)","02:26:15 (-3)",,,04:28:33,00:35:22
252,"team212 浙江理工大学",5,12:34:40,01:17:49,,(-4),,,,"03:40:27 (-2)",04:21:24,,,02:07:25,00:27:35
253,"team110 南京外国语学校",5,12:37:07,"01:35:20 (-3)",(-8),(-9),,,,"01:09:46 (-1)","03:09:44 (-7)",,,"01:36:56 (-2)",00:45:21
254,"team959 深圳北理莫斯科大学附属实验中学",5,12:38:49,01:54:45,,(-2),,,,"02:27:35 (-2)","03:13:56 (-1)",,,02:49:05,"00:33:28 (-2)"
255,"team305 北京邮电大学",5,12:39:31,02:43:44,,,,,,01:08:55,03:56:38,,,"03:24:25 (-2)","00:25:49 (-1)"
256,"team524 厦门大学",5,12:42:54,"00:55:49 (-1)",,,,,,03:06:33,"04:45:38 (-1)",,,03:03:04,00:11:50
257,"team372 浙大城市学院",5,12:46:25,"00:31:05 (-1)",,,,,,"03:59:57 (-2)",03:16:32,,,03:44:00,00:14:51
258,"team325 中国地质大学（北京）",5,12:46:31,"01:01:57 (-1)",,,,,,"01:47:00 (-1)","04:04:01 (-3)",,,03:38:14,"00:15:19 (-1)"
259,"team617 绍兴一中",5,12:47:55,01:16:24,,,,,,"01:50:08 (-1)",04:16:24,,,"03:45:47 (-1)",00:59:12
260,"team300 南方科技大学",5,12:48:11,"00:59:36 (-1)",,,,,,03:12:49,04:42:18,,,03:14:23,00:19:05
261,"team491 中国民航大学",5,12:49:44,"03:06:39 (-2)",(-5),(-9),,,,"02:25:26 (-2)",02:43:25,,,"02:16:48 (-1)","00:17:26 (-1)"
262,"team856 华中科技大学",5,12:54:41,00:08:56,,(-6),,,,"01:46:15 (-3)",03:43:06,,,"03:01:23 (-5)","00:35:01 (-3)"
263,"team765 义乌中学",5,12:58:07,01:09:34,,(-2),,,,"02:14:53 (-2)","03:22:04 (-4)",,(-9),01:34:59,"00:56:37 (-5)"
264,"team416 长沙学院",5,13:02:09,"01:46:10 (-2)",,(-14),,,,02:23:43,"03:32:03 (-3)",,,02:37:45,"00:42:28 (-1)"
265,"team267 北京理工大学",5,13:09:53,"01:12:51 (-2)",(-1),(-5),,,,01:35:27,"03:47:30 (-7)",,,02:41:23,"00:32:42 (-1)"
266,"team205 苏州大学",5,13:16:32,02:00:49,,,,,,01:54:48,04:47:08,,,03:30:35,01:03:12
267,"team010 山东科技大学",5,13:17:51,"00:52:14 (-1)",,,,,,"03:04:22 (-7)","03:42:06 (-1)",,,"01:58:15 (-1)",00:20:54
268,"team537 电子科技大学",5,13:19:15,"01:04:28 (-2)",,,,,,"02:11:57 (-2)","02:55:46 (-4)",,,"03:34:45 (-2)",00:12:19
269,"team876 复旦大学",5,13:29:05,"01:05:23 (-2)",,(-9),(-1),,,"02:57:19 (-1)","02:29:37 (-3)",,,03:18:13,"00:18:33 (-4)"
270,"team502 南京航空航天大学",5,13:30:48,"00:56:32 (-2)",(-1),(-5),,,,"01:46:35 (-1)","03:34:19 (-6)",,,"02:59:13 (-2)","00:14:09 (-1)"
271,"team702 中南大学",5,13:39:40,"00:56:31 (-1)",,(-9),,,,"04:55:35 (-8)","01:51:32 (-2)",,,01:43:17,"00:12:45 (-1)"
272,"team415 长沙学院",5,13:42:04,"01:27:07 (-1)",,,,,,01:56:01,"04:39:37 (-5)",,,02:17:56,"00:21:23 (-3)"
273,"team190 广东工业大学",5,13:49:00,"00:54:35 (-3)",,,,,,"02:08:07 (-4)","01:33:04 (-4)",,,"04:18:17 (-3)",00:14:57
274,"team006 绍兴文理学院",5,13:51:23,"01:28:00 (-2)",,,,,,"02:08:26 (-4)",04:02:19,,,02:05:34,"00:47:04 (-4)"
275,"team550 华南师范大学",5,13:57:31,00:46:04,,,,,,"02:16:33 (-1)","04:41:27 (-4)",,,03:53:49,"00:19:38 (-1)"
276,"team172 湖南师范大学",5,14:00:46,00:46:42,,,,,,"02:40:36 (-5)","04:34:12 (-2)",,,02:01:56,"00:37:20 (-3)"
277,"team268 北京理工大学",5,14:02:05,00:15:21,,(-2),,,,"01:56:11 (-3)","04:11:18 (-7)",,,03:13:20,"00:25:55 (-2)"
278,"team111 南京外国语学校",5,14:04:11,00:08:50,,(-11),,,,"01:07:23 (-3)","02:15:14 (-11)",,,"02:27:28 (-5)","00:45:16 (-3)"
279,"team299 南方科技大学",5,14:05:45,02:12:08,,(-7),,,,"03:13:35 (-3)","03:39:04 (-3)",,,02:44:56,00:16:02
280,"team420 湘潭大学",5,14:06:07,00:32:19,,(-4),,,,01:19:22,"03:55:36 (-7)",,,"01:59:02 (-2)","00:59:48 (-7)"
281,"team560 重庆大学",5,14:06:22,02:02:51,,,,,,"02:25:13 (-3)",03:15:37,,,"02:49:13 (-2)",01:53:28
282,"team906 大连理工大学",5,14:07:08,00:24:07,,,,,,"03:23:34 (-10)",03:16:41,,,"01:26:07 (-1)","00:36:39 (-4)"
283,"team418 湘潭大学",5,14:20:33,00:08:51,(-5),,,,,"01:39:29 (-7)","03:18:59 (-5)",,,02:21:21,"00:31:53 (-7)"
284,"team965 浙江师范大学",5,14:21:28,"02:01:22 (-5)",,(-1),,,,"02:03:34 (-2)","03:19:56 (-1)",,,"03:41:03 (-1)",00:15:33
285,"team625 海亮高级中学",5,14:24:20,00:16:42,,,,,,"00:59:51 (-4)","02:29:11 (-1)",,,"04:10:50 (-5)","01:07:46 (-6)"
286,"team549 武汉纺织大学",5,14:25:21,"00:52:06 (-1)",,(-6),,,,"01:28:09 (-1)","01:30:41 (-1)",,,"04:25:43 (-15)",00:08:42
287,"team1030 金陵中学河西分校",5,14:26:01,"00:20:24 (-3)",,(-21),,,,"03:08:03 (-6)","03:54:31 (-1)",,,"01:34:11 (-1)","00:48:52 (-3)"
288,"team301 北京邮电大学",5,14:27:46,00:59:49,,(-3),,,,"02:44:47 (-1)","03:11:18 (-3)",,,"03:55:04 (-1)","00:36:48 (-4)"
289,"team667 长春理工大学",5,14:30:39,"02:10:19 (-1)",,,,,,"02:55:32 (-3)","03:44:28 (-1)",,,"03:22:25 (-1)",00:17:55
290,"team309 北京邮电大学",5,14:35:51,"03:47:36 (-5)",,(-10),,,,"01:16:38 (-1)","03:45:13 (-1)",,,"02:53:31 (-1)",00:12:53
291,"team999 金策工业综合大学",5,14:37:23,01:02:48,,,,,,"04:25:16 (-3)",02:28:13,,,03:54:45,"01:06:21 (-2)"
292,"team169 武汉大学",5,14:40:28,"01:13:55 (-2)",,(-4),,,,"02:43:24 (-7)","03:33:17 (-3)",,,02:05:21,"00:24:31 (-2)"
293,"team563 重庆大学",5,14:40:59,"01:57:29 (-4)",,,,,,"00:46:19 (-1)","04:36:00 (-4)",,,03:40:12,"00:20:59 (-1)"
294,"team713 吉林大学",5,14:45:13,"01:30:11 (-3)",,(-3),,,,"03:24:40 (-4)","03:44:46 (-4)",,,02:18:55,00:06:41
295,"team485 江西理工大学",5,14:53:15,"01:23:06 (-1)",,,,,,"01:50:36 (-3)","04:57:36 (-3)",,,02:19:08,"00:42:49 (-4)"
296,"team586 福州大学",5,14:54:13,00:40:26,,(-5),,,,"01:21:15 (-2)","04:39:31 (-3)",,,"03:40:23 (-7)",00:32:38
297,"team184 广东工业大学",5,15:05:41,"01:24:37 (-4)",,,,,,00:25:27,"04:37:34 (-8)",,,02:35:25,"00:22:38 (-5)"
298,"team192 广东工业大学",5,15:07:06,"02:07:32 (-2)",,,,,,"04:31:27 (-1)",02:57:23,,,04:14:32,00:16:12
299,"team275 浙江工商大学",5,15:07:06,"01:37:32 (-3)",(-1),,,,,"02:21:23 (-3)","03:59:35 (-2)",,,"03:07:25 (-2)","00:21:11 (-1)"
300,"team498 合肥大学",5,15:07:59,"02:54:28 (-3)",,,,,,"03:33:20 (-1)","02:19:51 (-2)",,,"01:14:12 (-3)","00:46:08 (-4)"
301,"team547 华南师范大学",5,15:08:56,01:18:57,,,,,,"02:48:02 (-1)","04:34:09 (-6)",,,02:09:46,"00:38:02 (-4)"
302,"team284 宁波大学",5,15:22:43,"01:10:17 (-1)",,,,,,"01:56:11 (-3)","04:12:33 (-7)",,,02:43:52,"00:19:50 (-4)"
303,"team271 北京理工大学",5,15:31:04,"01:14:27 (-2)",,(-6),,,,"02:23:30 (-1)","04:02:22 (-3)",,,"04:05:28 (-1)","00:45:17 (-2)"
304,"team266 北京理工大学",5,15:33:42,00:16:53,,(-9),,,(-10),"01:15:30 (-3)","02:34:20 (-9)",,,"03:04:27 (-12)",00:22:32
305,"team584 福州大学",5,15:46:59,"01:24:14 (-4)",,,,,,"03:17:41 (-3)","03:03:39 (-2)",,,03:47:18,"00:34:07 (-2)"
306,"team146 武汉大学",5,15:50:55,"01:45:36 (-4)",,,,,,"02:04:29 (-4)","02:40:54 (-5)",,,"03:53:16 (-1)","00:26:40 (-1)"
307,"team135 浙大宁波理工学院",5,15:57:14,"02:24:55 (-5)",,,,,,01:28:46,"04:55:29 (-4)",,,02:56:56,"00:31:08 (-2)"
308,"team699 湖南城市学院",5,16:12:11,"01:13:35 (-2)",,,,,,"04:50:20 (-5)","01:44:11 (-1)",,,02:45:26,"00:58:39 (-6)"
309,"team782 浙江财经大学",5,16:16:09,"01:29:37 (-5)",,,,,,01:37:30,"04:59:05 (-13)",,,02:02:38,00:07:19
310,"team336 武汉大学",5,16:22:46,"01:53:57 (-2)",,(-6),,,,"02:57:18 (-2)","02:42:58 (-6)",,(-2),"01:36:33 (-3)","00:52:00 (-6)"
311,"team162 山东理工大学",5,16:29:52,"01:38:39 (-1)",,,,,,02:45:34,"04:53:16 (-8)",,,02:34:10,"00:38:13 (-3)"
312,"team332 同济大学",5,16:39:18,00:28:39,,(-3),,,,"02:54:18 (-3)","04:03:14 (-14)",,,01:36:49,"01:16:18 (-2)"
313,"team321 中国地质大学（北京）",5,16:45:59,"00:55:36 (-1)",,,,,,04:07:58,"04:32:41 (-5)",,,"04:04:27 (-1)","00:25:17 (-1)"
314,"team711 吉林大学",5,16:55:40,"01:29:11 (-1)",,(-15),,,,"01:59:45 (-3)","03:22:10 (-5)",,,"02:54:45 (-6)","00:49:49 (-4)"
315,"team802 哈尔滨工业大学",5,17:12:04,"00:32:52 (-3)",,(-2),,,,01:18:16,"03:21:47 (-13)",,,"04:23:35 (-4)","00:15:34 (-2)"
316,"team226 成都信息工程大学",5,17:18:39,00:35:17,,,,,,"03:26:51 (-12)","01:26:40 (-2)",,,"02:34:59 (-1)","00:54:52 (-10)"
317,"team1061 中山市中山纪念中学",5,17:23:16,"01:59:16 (-2)",,(-4),,,,"04:31:36 (-6)","03:50:20 (-2)",,,02:39:26,"00:42:38 (-1)"
318,"team838 河南理工大学",5,17:47:36,"01:35:19 (-3)",,(-6),,,,"03:32:05 (-2)","03:09:06 (-2)",,,04:50:10,"00:40:56 (-5)"
319,"team821 南京邮电大学",5,17:58:19,"02:11:39 (-2)",,,,,,"02:13:30 (-2)","04:20:22 (-6)",,,"04:28:41 (-1)","00:24:07 (-2)"
320,"team505 南京航空航天大学",5,18:19:28,00:23:36,,,,,,02:18:06,"04:16:12 (-9)",,,03:10:00,"01:51:34 (-10)"
321,"team391 湖南大学",5,18:26:34,"01:07:22 (-1)",,,,,,"04:52:37 (-3)","02:59:10 (-9)",,,"02:43:36 (-1)","00:43:49 (-4)"
322,"team459 宁夏大学",5,18:26:49,01:26:29,,,,,,01:55:35,03:02:14,,,04:28:27,"04:34:04 (-9)"
323,"team807 北师大香港浸会大学",5,18:34:26,"01:57:32 (-1)",,,,,,"03:00:38 (-5)","04:43:44 (-10)",,,"01:12:21 (-1)","01:00:11 (-3)"
324,"team041 东北农业大学",5,18:41:53,"00:44:22 (-2)",,,,,,"02:55:00 (-10)","01:46:37 (-5)",,,"03:35:50 (-7)","00:20:04 (-4)"
325,"team632 南阳理工学院",5,18:53:14,"01:17:36 (-2)",,,,,,"02:33:55 (-3)","04:47:38 (-7)",,,"04:33:24 (-3)","00:20:41 (-1)"
326,"team689 西南民族大学",5,18:53:24,"01:47:44 (-2)",,,,,,"02:46:12 (-8)","04:48:17 (-3)",,,"04:10:48 (-1)","00:20:23 (-1)"
