Rank,Author,Solved,Penalty,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012
150,"team841 南京大学",5,06:42:58,,,,02:42:36,,,(-6),"02:09:51 (-3)",00:28:21,00:12:17,00:09:53,
151,"team939 福建师范大学",5,06:55:02,,,,"01:03:26 (-2)",,,(-4),"02:56:13 (-2)","00:31:22 (-1)",00:07:29,"00:16:32 (-1)",
152,"team888 中国科学技术大学",5,07:24:17,,,,01:04:31,(-1),,(-4),"03:04:10 (-2)",00:53:06,00:37:20,"00:45:10 (-1)",
153,"team090 长沙理工大学",5,07:25:04,,,,00:39:48,(-1),,"04:03:59 (-2)",,"00:54:23 (-1)",00:05:44,"00:21:10 (-1)",
154,"team907 大连理工大学",5,07:26:14,,,,01:10:25,,,(-4),"04:26:42 (-1)",00:53:41,00:08:29,00:26:57,
155,"team991 浙江理工大学",5,07:36:18,,,,"01:32:21 (-1)",,,"02:49:17 (-2)",,00:55:32,"00:11:43 (-1)","00:27:25 (-1)",
156,"team443 杭州师范大学",5,07:43:14,,,,01:18:10,,,04:04:47,,00:55:13,00:31:54,"00:33:10 (-1)",
157,"team717 吉林大学",5,07:45:43,,,,"00:59:04 (-1)",,,"03:41:22 (-1)",,00:57:19,00:38:35,"00:29:23 (-1)",
158,"team851 华中科技大学",5,07:46:04,,,,"01:53:37 (-1)",,,"03:08:04 (-1)",(-1),"00:41:34 (-1)",00:17:25,"00:25:24 (-1)",
159,"team314 北京邮电大学",5,07:49:09,,,,01:03:33,,,"03:14:39 (-1)",(-1),"01:28:56 (-1)","00:35:03 (-2)",00:06:58,
160,"team010 山东科技大学",5,07:52:57,,,,01:06:26,,,"03:44:48 (-2)",,"01:01:39 (-1)",00:12:10,00:47:54,
161,"team221 大连海事大学",5,07:55:03,,,,"01:37:03 (-1)",,,02:37:17,,"01:39:53 (-1)",00:14:03,"00:26:47 (-2)",
162,"team268 北京理工大学",5,07:57:57,,,,00:53:56,,,,"04:49:16 (-1)",00:49:33,00:16:25,"00:28:47 (-1)",
163,"team884 河海大学",5,08:11:32,,,,01:17:33,,,(-1),"04:17:58 (-1)",00:39:59,"00:14:19 (-1)","00:21:43 (-2)",
164,"team675 南京大学",5,08:12:18,,,,"02:04:46 (-1)",,,,"04:14:43 (-1)",00:41:15,00:14:05,00:17:29,
165,"team753 华中师范大学",5,08:12:19,,,,"01:36:43 (-1)",,,02:56:18,,02:09:27,00:12:39,"00:37:12 (-1)",
166,"team1008 杭州电子科技大学",5,08:16:57,,,,"01:36:32 (-3)",,,"03:35:00 (-1)",(-12),01:07:55,00:08:28,00:29:02,
167,"team259 南京理工大学",5,08:17:08,,,,01:31:41,,,02:50:33,(-1),"02:00:04 (-3)",00:08:17,"00:26:33 (-1)",
168,"team311 北京邮电大学",5,08:30:27,,,,01:24:09,,,"03:46:47 (-2)",(-2),00:54:06,00:22:33,"01:02:52 (-1)",
169,"team790 香港科技大学（广州）",5,08:31:07,,,,01:11:35,"04:49:54 (-2)",,,,00:48:35,00:10:05,"00:30:58 (-1)",
170,"team062 浙江工业大学",5,08:35:22,,,,00:38:48,,,"03:58:40 (-1)",,"02:13:38 (-2)",00:14:59,00:29:17,
171,"team313 北京邮电大学",5,08:37:44,,,,01:49:23,,,(-16),03:28:24,"01:13:11 (-4)",00:13:56,00:32:50,
172,"team961 浙江师范大学",5,08:46:04,,,,"02:02:32 (-2)",,,(-16),"04:09:15 (-2)",00:23:45,00:13:17,00:37:15,
173,"team811 重庆市育才中学",5,08:47:36,,,,02:22:15,,,"04:01:55 (-1)",,01:25:43,00:12:26,00:25:17,
174,"team699 湖南城市学院",5,09:00:56,,,,01:17:17,,,"03:48:36 (-6)",,"00:39:10 (-2)",00:11:55,00:23:58,
175,"team342 南京大学",5,09:03:20,,,,"01:19:42 (-1)",04:11:11,,,,"00:58:00 (-1)",00:25:24,"00:49:03 (-2)",
176,"team759 武汉大学",5,09:09:03,,"03:10:01 (-5)",,01:07:34,,,,,"00:39:58 (-1)","00:39:05 (-4)",00:12:25,
177,"team906 大连理工大学",5,09:10:56,,,,"01:41:20 (-3)",,,,03:27:04,"01:08:28 (-1)","00:16:39 (-1)","00:37:25 (-1)",
178,"team417 湘潭大学",5,09:14:04,,,,"02:04:12 (-3)",,,03:27:30,(-14),00:52:49,00:32:07,"00:37:26 (-2)",
179,"team483 华南理工大学",5,09:14:32,,,,01:04:03,,,"03:01:26 (-1)",,"02:45:43 (-3)",00:17:26,"00:25:54 (-1)",
180,"team316 北京邮电大学",5,09:25:37,,,,01:04:11,,,(-13),"04:18:12 (-1)","01:29:36 (-3)",00:25:04,"00:28:34 (-1)",
181,"team091 长沙理工大学",5,09:42:41,,,,"01:27:50 (-2)",,,03:19:03,,"01:13:46 (-3)",00:11:09,"00:50:53 (-3)",
182,"team562 重庆大学",5,09:45:52,,,,"01:24:34 (-2)",,,03:59:19,,01:03:51,"00:35:41 (-2)","00:42:27 (-2)",
183,"team305 北京邮电大学",5,09:52:28,,,,01:20:09,,,"04:38:17 (-4)",(-5),01:00:37,"00:23:45 (-2)",00:29:40,
184,"team561 重庆大学",5,10:07:35,,,,01:50:36,,,"03:27:04 (-2)",,"01:04:23 (-1)","00:37:05 (-2)","00:28:27 (-3)",
185,"team972 天津大学",5,10:13:46,,,,01:07:37,,,,"03:59:49 (-3)","01:46:54 (-1)",00:14:24,"00:45:02 (-3)",
186,"team840 南京大学",5,10:16:21,,,,01:01:27,,,,04:17:49,"02:16:43 (-2)","00:44:44 (-2)",00:35:38,
187,"team160 山东理工大学",5,10:22:09,,,,"01:44:33 (-1)",,,"03:29:01 (-5)",,"01:32:19 (-1)","00:07:06 (-1)","00:29:10 (-1)",
188,"team582 福州大学",5,10:29:50,,,,"01:29:33 (-2)",,,04:47:52,,01:26:59,00:34:42,"00:50:44 (-2)",
189,"team415 长沙学院",5,10:30:03,,,,"02:13:30 (-1)",,,03:55:30,,"01:33:37 (-2)","00:14:21 (-1)","00:33:05 (-2)",
190,"team111 南京外国语学校",5,10:38:15,,,,"02:10:44 (-2)",,,(-7),"04:56:01 (-1)",00:43:01,00:14:18,"00:34:11 (-3)",
191,"team661 北方工业大学",5,10:51:21,,,,02:16:58,,,(-4),"04:06:11 (-4)","01:31:39 (-1)",00:11:23,"00:45:10 (-1)",
192,"team1036 武汉大学",5,10:52:56,,,,"02:12:09 (-3)",,,"01:34:48 (-1)",(-9),"02:23:57 (-6)",00:10:43,"00:31:19 (-2)",
193,"team880 复旦大学",5,10:54:16,,,,01:41:05,,,(-5),"04:48:36 (-4)","01:05:28 (-1)",00:12:39,"00:46:28 (-2)",
194,"team175 莆田学院",5,10:58:56,,,,02:23:28,(-5),,"03:53:16 (-3)",,"01:46:43 (-2)",00:10:26,"00:45:03 (-1)",
195,"team118 南京外国语学校",5,11:13:27,,,,"02:24:17 (-1)",,,"04:05:27 (-2)",,"01:01:24 (-4)",01:12:53,00:09:26,
196,"team481 华南理工大学",5,11:15:09,,(-2),,"02:24:18 (-3)",,,,"04:21:22 (-2)","01:18:04 (-2)",00:11:16,"00:20:09 (-1)",
197,"team309 北京邮电大学",5,11:19:11,,,,"00:56:29 (-1)",,,"04:50:20 (-2)",,"02:05:33 (-3)",00:16:16,"00:30:33 (-2)",
198,"team803 哈尔滨工业大学",5,11:32:47,,,,"01:50:59 (-2)",,,03:03:01,,"02:15:54 (-5)",00:13:02,"00:49:51 (-3)",
199,"team585 福州大学",5,11:33:46,,,,"01:41:47 (-1)",,,"04:31:45 (-5)",,"01:31:40 (-2)",00:22:57,00:45:37,
200,"team551 清华大学",5,11:34:58,,(-4),,00:45:02,,,"04:10:37 (-4)",,"02:16:57 (-1)","00:18:34 (-3)","00:43:48 (-2)",
201,"team601 郑州轻工业大学",5,11:46:17,,,,01:35:20,,,"04:31:56 (-7)",,"01:15:57 (-1)","00:09:44 (-1)","00:33:20 (-2)",
202,"team110 南京外国语学校",5,11:51:00,,,,01:31:35,,,"04:46:07 (-4)",(-1),"01:55:23 (-3)","00:12:01 (-1)","00:25:54 (-1)",
203,"team876 复旦大学",5,12:12:17,,,,"04:28:48 (-5)",04:13:04,,,,00:44:39,00:22:25,00:43:21,
204,"team147 武汉大学",5,12:12:32,,,,02:09:26,,,"04:43:17 (-6)",,01:36:29,00:07:42,"00:55:38 (-2)",
205,"team962 浙江师范大学",5,12:27:26,,,,"01:54:49 (-1)",,,,"04:45:49 (-9)","01:03:31 (-1)",00:15:07,"00:28:10 (-1)",
206,"team1057 中山市中山纪念中学",5,12:30:42,,,,"01:38:16 (-3)",(-5),,"03:52:47 (-2)",,"01:41:45 (-4)",00:08:16,"01:09:38 (-3)",
207,"team577 南京理工大学",5,12:50:16,,,,"02:20:48 (-2)",,,"03:55:50 (-3)",,01:51:50,"00:57:58 (-1)","01:03:50 (-2)",
208,"team012 华东师范大学",5,12:56:19,,,,"01:10:55 (-2)",,,"04:01:25 (-1)",,"02:46:56 (-9)",00:09:27,00:47:36,(-1)
209,"team459 宁夏大学",5,12:59:23,,,,"02:52:06 (-6)",,,"03:27:55 (-2)",,01:33:15,00:12:15,"01:13:52 (-3)",
210,"team583 福州大学",5,13:03:44,,,,"01:13:13 (-1)",,,"04:28:25 (-7)",,"01:05:56 (-5)",00:06:15,"00:29:55 (-4)",
211,"team1051 中山市中山纪念中学",5,13:08:40,(-14),,,"01:55:44 (-4)",(-1),,"03:05:29 (-6)",,00:56:44,"00:18:21 (-1)","01:52:22 (-4)",
212,"team167 北京林业大学",5,13:14:35,,,,"02:11:52 (-2)",,,04:17:16,,"01:54:29 (-5)",00:19:59,"01:10:59 (-3)",
213,"team960 浙江师范大学",5,13:17:05,,,,01:22:43,04:20:57,,,(-1),"03:03:52 (-7)",00:23:45,"00:45:48 (-3)",
214,"team772 上海大学",5,13:21:47,,,,"01:45:08 (-2)",,,,"04:51:38 (-4)","01:19:20 (-4)","00:20:24 (-2)","00:45:17 (-1)",
215,"team843 四川省成都市第七中学",5,13:26:29,,,,"02:13:57 (-9)",,,"03:58:43 (-7)",(-3),00:53:13,"00:15:09 (-1)",00:25:27,
216,"team965 浙江师范大学",5,13:28:55,,,,02:27:15,,,,"04:46:22 (-1)","02:34:19 (-6)",00:18:37,"00:22:22 (-2)",
217,"team694 华东师范大学",5,13:58:12,,,,"02:41:23 (-3)",04:50:01,,,,"01:13:25 (-2)","01:03:27 (-5)","00:29:56 (-1)",
218,"team822 南京邮电大学",5,14:25:55,,,,01:00:04,04:33:17,,,,"04:23:20 (-9)",00:11:19,"00:37:55 (-2)",
219,"team298 南方科技大学",5,14:35:24,,,,"02:50:04 (-5)",,,,04:43:36,"01:13:43 (-4)","01:04:41 (-2)",01:03:20,
220,"team449 西安电子科技大学",5,14:42:03,,,,"03:12:11 (-3)",,,04:22:27,,"02:21:20 (-1)",00:15:20,"01:30:45 (-5)",
221,"team844 四川省成都市第七中学",5,15:09:05,,,,"03:07:11 (-5)",(-3),,"04:47:28 (-5)",,"00:56:08 (-4)","00:12:41 (-2)","00:25:37 (-1)",
222,"team763 义乌中学",5,15:31:52,,,,"02:38:46 (-5)",04:37:09,,,,"02:06:33 (-7)",00:13:17,"00:36:07 (-4)",
223,"team185 广东工业大学",5,15:35:42,,,,03:13:58,,,"04:57:15 (-3)",,"01:51:10 (-1)",00:21:42,"03:11:37 (-2)",
224,"team1062 中山市中山纪念中学",5,15:49:30,,,,"01:29:55 (-3)",(-1),,"04:50:53 (-13)",,"00:54:56 (-1)",00:19:57,"01:53:49 (-2)",
225,"team078 江西理工大学南昌校区",5,16:20:22,,,,"01:44:57 (-2)",,,"04:56:30 (-13)",,"01:29:11 (-5)","00:14:34 (-2)",00:35:10,
226,"team335 天津理工大学",5,16:20:28,,,,"02:28:45 (-1)",,,"03:59:02 (-5)",,"02:07:28 (-5)",00:08:28,"01:36:45 (-7)",
227,"team392 湖南大学",5,16:59:38,,,,03:10:06,,,"04:04:17 (-1)",,03:38:25,02:48:44,02:58:06,
228,"team817 重庆市育才中学",4,02:39:13,,,,01:28:26,,,(-5),,00:42:55,00:16:45,00:11:07,
229,"team679 南京大学",4,02:51:35,,,,"01:01:53 (-1)",,,(-2),,00:53:03,00:12:38,00:24:01,
230,"team333 同济大学",4,03:12:57,,,,"00:49:09 (-2)",,(-10),,,"00:39:15 (-1)",00:16:26,"00:08:07 (-1)",
231,"team855 华中科技大学",4,03:13:25,,,,01:03:00,,,(-4),,"00:51:35 (-1)",00:17:40,"00:21:10 (-1)",
232,"team963 浙江师范大学",4,03:18:29,,,,"01:16:20 (-1)",,,(-1),(-5),00:57:21,00:27:44,00:17:04,
233,"team325 中国地质大学（北京）",4,03:19:48,,,,01:04:38,,,(-4),(-6),"01:04:21 (-1)",00:19:38,00:31:11,
234,"team001 华东师范大学第二附属中学",4,03:30:37,,,,00:42:32,(-2),,(-44),,"00:41:47 (-2)","00:07:15 (-1)","00:19:03 (-2)",
235,"team310 北京邮电大学",4,03:34:26,,,,01:17:28,,,(-1),,00:58:49,"00:11:45 (-1)","00:26:24 (-1)",
236,"team211 浙江理工大学",4,03:35:51,,,,01:25:06,,,,,00:57:23,"00:23:05 (-1)",00:30:17,
237,"team372 浙大城市学院",4,03:40:40,,,,01:27:48,,,(-3),,"01:02:22 (-1)",00:16:36,00:33:54,
238,"team131 浙大宁波理工学院",4,03:43:15,,,,"01:16:28 (-1)",,,,,"00:56:19 (-1)",00:03:57,"00:26:31 (-1)",
239,"team033 中国传媒大学",4,03:43:29,,,,00:54:27,,,(-2),,"01:37:45 (-1)",00:12:32,00:38:45,
240,"team222 大连海事大学",4,03:43:53,,,,01:15:12,,,(-3),,"01:26:14 (-1)",00:08:24,00:34:03,
241,"team910 广西大学",4,03:44:57,,,,"00:50:01 (-2)",,,,,01:09:06,"00:12:20 (-1)",00:33:30,
242,"team172 湖南师范大学",4,03:46:00,,,,"01:15:29 (-1)",,,(-4),,00:54:57,"00:16:00 (-1)","00:19:34 (-1)",
243,"team781 浙江财经大学",4,03:47:38,,,,"01:23:10 (-1)",,,,(-4),01:01:08,00:08:34,"00:34:46 (-1)",
244,"team740 南昌航空大学",4,03:50:27,,,,"01:42:21 (-1)",(-8),,,,01:07:12,00:11:42,00:29:12,
245,"team358 华中农业大学",4,03:52:05,,,,"01:16:40 (-1)",,,(-2),(-2),"00:55:23 (-1)",00:15:32,"00:24:30 (-1)",
246,"team773 上海大学",4,03:55:16,,,,"01:28:03 (-1)",,,,,00:53:32,"00:16:28 (-1)","00:17:13 (-1)",
247,"team1013 杭州电子科技大学",4,03:56:11,,,,"01:37:55 (-1)",,,,,00:55:12,00:12:35,"00:30:29 (-1)",
248,"team852 华中科技大学",4,03:58:18,,,,"01:22:30 (-1)",,,(-1),,"00:58:42 (-1)",00:10:15,"00:26:51 (-1)",
249,"team657 南京理工大学",4,03:58:41,,,,01:42:29,,,(-5),,00:52:12,00:13:57,"00:50:03 (-1)",
250,"team485 江西理工大学",4,03:59:10,,,,01:17:20,,,(-8),,"01:04:31 (-3)",00:12:35,00:24:44,
251,"team970 天津大学",4,04:06:53,,,,"01:14:49 (-1)",,,,,"00:52:02 (-2)",00:40:02,00:20:00,
252,"team030 中国传媒大学",4,04:10:52,,,,00:56:45,,,,,"01:31:25 (-1)",00:18:07,"00:44:35 (-1)",
253,"team783 浙江财经大学",4,04:11:21,,,,02:03:05,,,,,"01:16:04 (-1)",00:12:21,00:19:51,
254,"team524 厦门大学",4,04:17:14,,,,"02:00:27 (-1)",,,,(-1),00:48:22,00:16:08,00:52:17,
255,"team572 深圳中学",4,04:18:54,,,,01:03:29,,,(-3),,00:38:59,00:18:00,"00:58:26 (-4)",
256,"team757 长春理工大学",4,04:22:53,,,,01:02:41,,,(-3),,"01:15:59 (-4)",00:14:19,00:29:54,
257,"team686 青岛科技大学",4,04:27:10,,,,"01:33:00 (-2)",,,(-4),,"01:09:00 (-1)",00:13:44,00:31:26,
258,"team273 浙江工商大学",4,04:27:17,,,,"01:32:08 (-1)",(-2),,,,"01:00:08 (-3)",00:09:02,00:25:59,
259,"team770 上海大学",4,04:30:15,,,,01:28:55,,,(-7),,01:07:21,01:12:56,"00:21:03 (-1)",
260,"team210 浙江理工大学",4,04:31:14,,,,00:56:20,,,(-10),,01:15:44,00:16:58,"00:42:12 (-4)",
261,"team200 江西财经大学",4,04:32:01,,,,01:14:53,,,(-10),,00:57:09,"00:34:22 (-1)","00:25:37 (-3)",
262,"team1012 杭州电子科技大学",4,04:35:10,,,,01:48:44,,,(-9),,"01:25:35 (-1)",00:06:25,00:54:26,
263,"team336 武汉大学",4,04:35:17,,,,"02:05:24 (-2)",(-1),,(-2),,00:40:06,00:11:02,"00:38:45 (-1)",
264,"team122 南京外国语学校",4,04:35:51,,,,01:37:02,,,(-5),,01:59:33,00:14:05,00:45:11,
265,"team645 南京信息工程大学",4,04:38:00,,,,01:04:09,(-8),,,,"00:54:36 (-1)","00:18:13 (-1)","00:41:02 (-3)",
266,"team274 浙江工商大学",4,04:40:11,,,,01:32:02,,,(-2),,"01:50:07 (-2)",00:10:18,00:27:44,
267,"team067 浙江工业大学",4,04:42:40,,,,01:28:12,,,(-7),,"01:13:37 (-2)","00:17:07 (-1)",00:43:44,
268,"team632 南阳理工学院",4,04:44:22,,,,"01:45:47 (-2)",,,(-8),,01:10:17,00:10:00,"00:38:18 (-1)",
269,"team635 南阳理工学院",4,04:46:29,,,,01:37:17,,,,,01:35:32,00:23:12,"00:50:28 (-1)",
270,"team853 华中科技大学",4,04:46:58,,,,01:25:53,,,(-3),,"01:08:49 (-1)",00:11:06,"00:41:10 (-3)",
271,"team039 南阳师范学院",4,04:47:47,,,,02:08:09,,,(-7),,"01:34:35 (-1)",00:21:25,00:23:38,
272,"team752 华中师范大学",4,04:48:30,,,,02:19:21,,,(-3),,01:22:48,00:24:36,00:41:45,
273,"team420 湘潭大学",4,04:49:08,,,,01:39:27,,,(-20),,01:26:17,"00:23:31 (-1)",00:59:53,
274,"team206 苏州大学",4,04:56:15,,,,01:48:46,,,,,"01:31:45 (-2)",00:11:51,00:43:53,
275,"team484 华南理工大学",4,04:56:31,,,,01:35:09,,,,,"01:12:09 (-1)","00:42:07 (-1)","00:27:06 (-1)",
276,"team442 杭州师范大学",4,04:56:58,,,,"01:53:42 (-1)",,,,,00:57:46,"00:41:26 (-1)","00:24:04 (-1)",
277,"team021 华东理工大学",4,04:57:12,,,,"01:14:23 (-1)",,,(-3),(-3),"01:02:45 (-3)",00:13:29,"00:46:35 (-1)",
278,"team031 中国传媒大学",4,05:06:06,,,,01:24:16,,,(-3),,"01:51:57 (-1)","00:29:31 (-1)",00:40:22,
279,"team891 安阳工学院",4,05:09:26,,,,02:20:52,,,(-4),(-1),"01:47:03 (-1)",00:13:06,00:28:25,
280,"team180 广东工业大学",4,05:13:27,,,,01:56:23,,,(-6),,"01:16:28 (-2)",00:16:44,"00:23:52 (-2)",
281,"team640 厦门理工学院",4,05:17:48,,,,"01:27:48 (-3)",,,(-5),,"00:52:29 (-2)",00:11:38,"00:25:53 (-2)",
282,"team218 浙江理工大学",4,05:18:52,,,,"01:35:34 (-1)",,,(-1),,01:13:23,"00:27:59 (-2)","00:41:56 (-1)",
283,"team044 阜阳师范大学",4,05:20:08,,,,"02:05:43 (-5)",(-1),,(-4),,00:42:35,00:09:20,"00:22:30 (-1)",
284,"team454 北京化工大学",4,05:22:04,,,,01:38:31,,,,,"02:00:53 (-2)",00:08:46,"00:33:54 (-1)",
285,"team885 河海大学",4,05:22:48,,,,02:18:55,,,,,01:33:24,00:17:14,"00:53:15 (-1)",
286,"team256 东华大学",4,05:22:58,,,,01:04:37,(-7),,,,"01:26:19 (-2)","00:15:31 (-1)","00:36:31 (-3)",
287,"team277 浙江工商大学",4,05:24:03,,,,01:27:58,(-1),,,,"01:30:13 (-2)",00:06:12,"00:39:40 (-3)",
288,"team754 华中师范大学",4,05:27:23,,,,02:31:28,,,,,01:03:26,"00:18:04 (-1)",01:14:25,
289,"team631 南阳理工学院",4,05:30:27,,,,02:12:36,,,(-4),,"01:44:59 (-3)",00:07:44,00:25:08,
290,"team080 武汉大学",4,05:34:33,,,,02:29:33,,,(-10),,01:05:44,00:13:07,"01:06:09 (-2)",
291,"team115 南京外国语学校",4,05:37:34,,,,02:32:58,,,,,"00:51:12 (-5)",00:11:57,00:21:27,
292,"team162 山东理工大学",4,05:37:48,,,,"02:48:52 (-2)",,,(-4),,01:15:26,00:11:16,00:42:14,
293,"team547 华南师范大学",4,05:38:43,,,,"02:35:16 (-2)",,,(-1),,00:55:18,00:09:02,"00:59:07 (-1)",
294,"team315 北京邮电大学",4,05:40:20,,(-1),,"01:39:11 (-1)",,,,(-7),"01:02:15 (-2)",00:14:07,"01:24:47 (-1)",
295,"team308 北京邮电大学",4,05:43:08,,,,02:25:04,(-2),,,(-1),"00:42:42 (-1)",00:13:54,"01:21:28 (-2)",
296,"team823 南京邮电大学",4,05:47:34,,,,01:42:30,(-2),,,,"01:20:25 (-3)","00:16:56 (-1)","00:47:43 (-1)",
297,"team341 南京大学",4,05:49:06,,,,"02:00:38 (-2)",,,,,"01:06:07 (-2)",00:09:55,"00:32:26 (-2)",
298,"team205 苏州大学",4,05:50:50,,,,"02:15:25 (-3)",,,(-1),,"01:21:39 (-1)",00:11:43,00:42:03,
299,"team450 西安电子科技大学",4,05:52:14,,,,"01:17:44 (-1)",,,,,"02:17:37 (-1)","00:15:58 (-1)","00:40:55 (-1)",
300,"team386 华南师范大学附属中学",4,05:52:28,,04:06:08,,(-5),,,(-1),,"00:58:22 (-1)",00:10:16,00:17:42,
301,"team798 西南财经大学",4,05:53:57,,,,"02:06:01 (-1)",,,(-2),,"01:10:41 (-2)",00:19:50,"00:37:25 (-2)",
302,"team272 北京理工大学",4,05:57:57,,,,01:40:15,,,(-6),(-3),"01:53:33 (-5)",00:19:17,00:24:52,
303,"team869 香港大学",4,05:59:38,,,,,,,,04:49:48,00:36:56,00:11:17,00:21:37,
304,"team169 武汉大学",4,06:01:09,,,,01:50:43,,,(-4),,01:24:40,"00:50:49 (-2)","00:54:57 (-1)",
305,"team469 延安大学西安创新学院",4,06:02:43,,,,02:10:38,,,,,"01:56:39 (-2)",00:11:02,"00:44:24 (-1)",
306,"team146 武汉大学",4,06:05:32,,,,"01:49:49 (-2)",(-4),,(-1),,"00:38:07 (-1)",00:16:03,"01:21:33 (-3)",
307,"team213 浙江理工大学",4,06:07:15,,,,"01:13:13 (-2)",,,,,"01:04:16 (-4)",00:12:37,"00:37:09 (-3)",
308,"team220 浙江理工大学",4,06:08:53,,,,02:22:41,,,,,"01:33:35 (-2)",00:10:31,"01:02:06 (-1)",
309,"team226 成都信息工程大学",4,06:10:19,,,,"01:28:58 (-2)",,,(-1),,01:09:56,00:27:23,"00:44:02 (-5)",
310,"team749 暨南大学",4,06:11:01,,,,01:52:25,,,(-4),,"01:28:19 (-4)",00:08:20,"00:41:57 (-2)",
311,"team055 东北大学",4,06:11:10,,,,01:54:25,(-5),,(-1),,"01:23:38 (-2)","00:17:10 (-1)","00:55:57 (-2)",
312,"team258 武汉大学",4,06:11:18,,,,01:27:47,,,,(-2),"02:17:17 (-3)",00:12:46,"00:33:28 (-2)",
313,"team1043 南京理工大学",4,06:12:39,,,,02:07:31,,,(-8),,"01:33:04 (-4)","00:15:22 (-1)",00:36:42,
314,"team043 阜阳师范大学",4,06:12:43,,,,01:51:43,,,(-1),,"01:12:09 (-2)","00:18:00 (-5)",00:30:51,
315,"team082 东北师范大学",4,06:13:57,,,,"02:36:36 (-3)",,,(-2),,01:40:56,00:08:52,"00:27:33 (-1)",
316,"team383 华南师范大学附属中学",4,06:14:07,"04:05:39 (-2)",,,(-3),,,,,00:46:58,00:17:09,00:24:21,
317,"team807 北师大香港浸会大学",4,06:14:31,,,,"01:41:19 (-1)",,,(-10),,"01:36:08 (-1)","00:28:00 (-1)","00:49:04 (-2)",
318,"team866 香港中文大学（深圳）",4,06:14:40,,,,01:22:25,,,,,"02:53:45 (-3)",00:18:44,00:39:46,
319,"team057 东北大学",4,06:16:09,,,,"00:59:52 (-1)",,,(-7),,"01:24:27 (-7)","00:28:08 (-1)",00:23:42,
320,"team1035 浙江师范大学",4,06:17:16,,,,02:20:08,,,,,"01:33:55 (-4)","00:15:34 (-1)",00:27:39,
321,"team648 西南科技大学",4,06:18:13,,,,"01:27:34 (-1)",,,,(-62),"01:44:31 (-3)","00:14:59 (-1)","00:51:09 (-1)",
322,"team666 长春理工大学",4,06:18:27,,,,"01:52:12 (-1)",,,,,01:43:06,"00:57:17 (-2)","00:25:52 (-1)",
323,"team321 中国地质大学（北京）",4,06:21:09,,,,02:41:20,,,,,"01:51:48 (-1)",00:18:52,"00:49:09 (-1)",
324,"team497 中国民航大学",4,06:22:08,,,,"01:56:08 (-3)",,,(-4),,"01:18:43 (-3)",00:04:22,"00:22:55 (-2)",
325,"team692 华东师范大学",4,06:23:55,,,,01:58:59,,,,,"02:04:57 (-1)",00:28:22,"00:51:37 (-2)",
326,"team371 浙大城市学院",4,06:24:18,,,,01:01:46,,,,,"01:42:20 (-4)",00:18:30,"01:01:42 (-3)",
327,"team301 北京邮电大学",4,06:26:51,,,,"01:45:05 (-1)",,,,,"00:54:30 (-1)","00:13:13 (-1)","01:54:03 (-2)",
328,"team284 宁波大学",4,06:27:40,,,,"00:49:14 (-2)",,,,,"01:57:42 (-7)",00:08:52,"00:11:52 (-1)",
329,"team416 长沙学院",4,06:30:18,,,,"03:21:39 (-2)",,,,,01:18:38,00:07:21,"00:42:40 (-1)",
330,"team602 郑州轻工业大学",4,06:31:40,,,,"02:15:27 (-1)",,,(-6),,01:16:44,00:12:40,"00:46:49 (-5)",
331,"team013 华东师范大学",4,06:31:50,,,,"02:25:05 (-1)",,,(-6),,"01:50:36 (-2)","00:09:52 (-1)","00:26:17 (-1)",
332,"team132 浙大宁波理工学院",4,06:34:57,,,,01:09:31,,,(-2),,"01:32:52 (-6)","00:15:19 (-2)","00:37:15 (-1)",
333,"team331 同济大学",4,06:35:00,,,,02:09:49,,,,,"01:21:00 (-1)","00:35:35 (-1)","01:28:36 (-1)",
334,"team042 阜阳师范大学",4,06:37:06,,,,02:19:55,,,(-17),,"01:54:08 (-3)",00:09:57,"00:53:06 (-1)",
335,"team762 义乌中学",4,06:40:18,,,,01:53:40,,,(-2),,"02:16:28 (-3)","00:20:06 (-1)",00:50:04,
336,"team171 湖南师范大学",4,06:42:14,,,,"03:12:03 (-4)",,,(-1),,01:09:10,00:10:59,"00:30:02 (-1)",
337,"team165 山东理工大学",4,06:42:19,,,,02:05:24,,,,,01:41:21,"00:19:31 (-1)","00:56:03 (-4)",
338,"team723 西安电子科技大学",4,06:42:20,,,,"01:25:54 (-2)",,,(-5),,"02:18:44 (-3)",00:16:40,"00:41:02 (-1)",
339,"team253 成都理工大学",4,06:44:56,,,,02:18:50,,,(-3),,"02:39:30 (-3)",00:09:06,00:37:30,
340,"team927 北华大学",4,06:45:13,,,,02:35:50,(-1),,,,02:16:06,00:14:44,"00:58:33 (-2)",
341,"team054 东北大学",4,06:46:33,,,,00:55:42,(-1),,(-3),,"01:56:39 (-7)","00:22:34 (-1)","00:31:38 (-1)",
342,"team658 南通大学",4,06:46:36,,,,"02:32:05 (-1)",,,,,"01:52:21 (-1)",00:15:05,"01:07:05 (-1)",
343,"team681 南京大学",4,06:46:42,,,,"01:56:14 (-1)",,,,,"01:30:46 (-1)",00:24:36,"00:55:06 (-4)",
344,"team1014 杭州电子科技大学",4,06:49:20,,,,"02:02:08 (-2)",,,(-4),,"01:21:58 (-5)","00:22:46 (-1)",00:22:28,
