Rank,Author,Solved,Penalty,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012
156,"team415 长沙学院",6,11:29:10,,,,00:15:32,01:51:19,03:11:28,00:26:09,04:47:21,,,,00:57:21
157,"team962 浙江师范大学",6,11:31:09,,,,"00:31:55 (-1)",01:55:17,03:13:10,00:44:38,03:41:51,,,,01:04:18
158,"team812 重庆市育才中学",6,11:32:38,,,,00:19:55,"00:47:00 (-1)","01:33:54 (-1)","02:26:58 (-3)","02:48:02 (-1)",,,,"00:56:49 (-2)"
159,"team678 南京大学",6,11:35:21,(-1),,,"00:20:28 (-2)",01:52:09,02:45:12,00:51:14,03:26:36,,,,"01:19:42 (-1)"
160,"team111 南京外国语学校",6,11:37:00,,,,"00:27:34 (-2)",01:51:52,01:20:00,00:26:33,"04:06:51 (-4)",,,,"01:04:10 (-1)"
161,"team370 浙大城市学院",6,11:40:21,,,,00:18:48,02:01:15,"02:31:39 (-1)",00:32:37,"04:21:14 (-1)",,,,01:14:48
162,"team840 南京大学",6,11:42:25,,,,"00:20:52 (-1)","01:33:36 (-5)",00:58:04,00:22:21,03:59:41,,,,02:27:51
163,"team906 大连理工大学",6,11:48:34,,,,"00:17:21 (-1)","01:39:06 (-1)","03:31:43 (-1)",00:19:50,"03:00:48 (-2)",,(-2),,"00:59:46 (-1)"
164,"team1012 杭州电子科技大学",6,11:50:45,,,,"00:13:52 (-1)","01:43:39 (-1)",02:10:27,00:45:13,"04:19:14 (-3)",(-1),,,00:58:20
165,"team964 浙江师范大学",6,11:53:00,(-3),,,"00:20:58 (-3)",01:23:48,"03:09:25 (-1)",01:01:08,03:05:26,,,,"00:52:15 (-2)"
166,"team479 长沙市长郡中学",6,11:56:48,,,,01:09:39,"02:34:03 (-1)","00:50:31 (-1)","02:33:58 (-4)",01:40:56,,(-2),,"00:47:41 (-1)"
167,"team511 浙江科技大学",6,11:58:23,,,,"00:25:07 (-1)",02:43:32,"02:26:08 (-1)",00:30:52,"03:32:07 (-1)",,,,"01:00:37 (-1)"
168,"team314 北京邮电大学",6,11:58:39,,(-1),,"00:21:24 (-2)",02:20:55,"03:00:44 (-1)","01:00:44 (-2)","01:39:56 (-1)",,,,"00:34:56 (-3)"
169,"team561 重庆大学",6,12:00:51,,,,"00:17:51 (-1)",01:53:13,02:57:31,00:45:34,03:44:09,,(-1),,"01:22:33 (-2)"
170,"team418 湘潭大学",6,12:02:03,,,,00:23:07,00:53:57,04:43:47,00:37:50,"04:22:28 (-2)",,(-1),,00:20:54
171,"team001 华东师范大学第二附属中学",6,12:04:56,(-1),,(-1),00:13:28,00:12:18,"02:52:11 (-10)","00:39:29 (-2)","02:01:00 (-2)",,,,"00:26:30 (-3)"
172,"team692 华东师范大学",6,12:07:12,,,,"00:20:11 (-1)",03:03:48,"02:05:02 (-1)","00:36:44 (-1)","03:48:22 (-1)",,,,00:53:05
173,"team284 宁波大学",6,12:13:32,,,,"00:16:40 (-3)",01:14:09,"02:38:52 (-4)","00:43:34 (-1)","03:35:39 (-1)",,,,00:44:38
174,"team305 北京邮电大学",6,12:17:01,,,,00:19:48,04:22:27,01:27:13,00:32:04,04:38:16,,,,00:57:13
175,"team063 浙江工业大学",6,12:17:36,,,,"00:23:18 (-1)",03:30:09,01:55:53,00:40:43,04:16:24,,,,01:11:09
176,"team880 复旦大学",6,12:22:35,,,,"00:20:52 (-1)",02:37:02,"02:58:25 (-2)",00:48:28,"03:19:42 (-1)",,(-3),,00:58:06
177,"team265 北京理工大学",6,12:25:46,,,,00:20:24,"01:56:39 (-1)","02:05:04 (-1)",00:40:57,"04:49:12 (-1)",,,,"00:53:30 (-2)"
178,"team963 浙江师范大学",6,12:27:02,,,,"00:34:39 (-2)",02:19:02,02:07:56,00:20:07,"04:00:42 (-2)",,,,01:44:36
179,"team010 山东科技大学",6,12:31:01,,,,00:14:33,"02:10:46 (-1)","01:26:15 (-2)","00:44:17 (-1)","04:15:56 (-3)",,,,01:19:14
180,"team1060 中山市中山纪念中学",6,12:36:07,,03:16:43,,00:28:18,01:36:54,"04:51:04 (-3)",00:33:34,,,,,00:49:34
181,"team845 四川省成都市第七中学",6,12:45:43,,,,00:24:04,"01:01:22 (-2)","02:13:07 (-1)","00:25:02 (-1)","03:42:15 (-5)",,(-13),,"01:39:53 (-1)"
182,"team142 浙江万里学院",6,12:50:30,,,,00:17:05,02:41:02,02:36:29,00:57:02,"03:45:26 (-1)",,,,"01:53:26 (-1)"
183,"team170 湖南师范大学",6,12:51:06,,,,"00:17:59 (-2)","02:03:48 (-1)","03:08:36 (-2)",00:25:39,02:57:56,,(-3),,02:17:08
184,"team391 湖南大学",6,12:58:58,,,,00:18:30,"01:34:59 (-1)",02:44:28,00:35:26,"04:54:56 (-5)",,,,00:50:39
185,"team943 北京科技大学",6,13:02:30,,,,00:21:36,"02:51:51 (-2)","02:00:06 (-1)",00:40:11,"04:23:20 (-2)",,,,01:05:26
186,"team720 吉林大学",6,13:03:27,,,,"00:18:05 (-1)","01:28:49 (-2)","02:20:36 (-3)","00:24:37 (-1)","03:54:11 (-2)",,(-7),,"01:17:09 (-1)"
187,"team420 湘潭大学",6,13:09:38,,,,"00:21:24 (-2)",01:21:05,"03:06:38 (-4)",00:35:14,"03:26:29 (-1)",,,,01:58:48
188,"team961 浙江师范大学",6,13:22:12,,,,"00:18:47 (-1)",02:34:37,03:33:00,00:46:41,"03:34:59 (-1)",,(-1),,01:54:08
189,"team091 长沙理工大学",6,13:28:16,,,,00:14:44,02:12:38,03:45:09,00:27:48,"03:27:26 (-1)",,,,"02:40:31 (-1)"
190,"team319 北京邮电大学",6,13:28:35,,,,00:17:07,"02:44:20 (-1)","03:45:27 (-1)",00:28:22,"04:22:17 (-1)",,,,00:51:02
191,"team876 复旦大学",6,13:29:44,,,,"00:18:52 (-1)",01:03:50,"04:45:18 (-7)","00:53:23 (-1)","02:26:37 (-1)",,,,00:41:44
192,"team185 广东工业大学",6,13:31:49,,,,"00:15:48 (-1)","02:30:48 (-1)",03:05:37,"01:05:44 (-2)",04:21:33,,,,00:52:19
193,"team447 西安电子科技大学",6,13:36:20,,,,00:17:55,"02:28:37 (-1)",03:22:04,00:24:10,"04:28:37 (-1)",,,,"01:34:57 (-1)"
194,"team409 厦门双十中学",6,13:38:05,,,(-1),"00:14:37 (-1)","02:43:32 (-1)","02:29:49 (-6)","01:49:00 (-1)",01:00:37,,,,"02:00:30 (-1)"
195,"team755 华中师范大学",6,13:38:54,,,,"00:39:16 (-1)",01:54:42,"03:33:13 (-2)",00:54:17,"04:07:12 (-1)",,,,01:10:14
196,"team891 安阳工学院",6,13:43:20,,,,00:14:50,"02:27:47 (-1)","03:24:17 (-1)","01:04:30 (-1)","04:30:40 (-1)",,,,00:41:16
197,"team272 北京理工大学",6,13:47:30,,,,00:20:03,"03:11:18 (-2)",02:41:21,01:07:04,"04:32:45 (-1)",,,,00:54:59
198,"team699 湖南城市学院",6,13:49:51,,(-5),,"00:29:14 (-3)","02:36:37 (-3)","02:28:20 (-1)",00:49:03,03:34:42,,,,01:31:55
199,"team1062 中山市中山纪念中学",6,13:52:38,,"02:39:11 (-2)",,"00:20:37 (-1)","01:54:47 (-1)","02:43:38 (-4)","01:36:27 (-1)",,,,(-2),"01:17:58 (-1)"
200,"team021 华东理工大学",6,14:01:27,,,,00:23:41,02:04:09,"04:14:39 (-8)",00:33:24,02:46:08,,,,01:19:26
201,"team275 浙江工商大学",6,14:06:57,,02:14:55,,"00:15:57 (-1)","04:19:04 (-3)","03:40:07 (-1)",00:33:18,,,,,01:23:36
202,"team675 南京大学",6,14:07:04,,,,00:17:12,"03:11:54 (-2)",02:39:54,00:25:14,"04:23:46 (-2)",,,,"01:09:04 (-2)"
203,"team277 浙江工商大学",6,14:09:57,(-1),,,00:16:37,"02:37:00 (-2)","02:10:50 (-7)","00:49:27 (-2)","03:24:50 (-1)",,,,00:51:13
204,"team658 南通大学",6,14:19:13,,,,00:22:53,"03:17:12 (-2)",03:00:01,01:23:28,"04:10:33 (-1)",,,,01:05:06
205,"team218 浙江理工大学",6,14:19:41,,,,"00:25:37 (-1)",02:14:34,"03:13:23 (-2)",00:44:10,04:16:39,,,,"01:25:18 (-3)"
206,"team175 莆田学院",6,14:21:55,,"02:38:10 (-1)",,"00:18:00 (-1)",03:19:27,"04:05:36 (-1)",02:14:15,,,,,00:46:27
207,"team441 杭州师范大学",6,14:31:15,,,,00:13:44,"02:33:22 (-1)","03:10:27 (-2)","00:42:56 (-3)","04:11:56 (-1)",,,,01:18:50
208,"team259 南京理工大学",6,14:31:48,,,,"00:39:39 (-2)",01:31:34,"02:32:18 (-2)",00:53:17,"03:17:15 (-1)",,,,"02:57:45 (-3)"
209,"team955 杭州第二中学",6,14:33:19,,,,"00:24:00 (-1)",04:38:37,01:15:58,00:55:38,03:38:36,,,,"03:00:30 (-1)"
210,"team296 南方科技大学",6,14:36:37,,,,"00:24:27 (-1)",03:13:39,02:43:58,"00:57:48 (-1)","03:57:58 (-1)",,,,"01:58:47 (-1)"
211,"team147 武汉大学",6,14:39:46,,,,"00:25:25 (-2)","03:18:18 (-2)",02:56:13,01:01:47,"04:34:29 (-1)",,,,00:43:34
212,"team491 中国民航大学",6,14:46:17,,,,00:18:52,"02:54:48 (-1)","03:10:59 (-1)","00:43:39 (-4)","03:55:29 (-1)",,(-3),,01:22:30
213,"team309 北京邮电大学",6,14:48:44,,,,"00:18:40 (-1)","02:35:43 (-1)","03:41:37 (-6)",00:56:28,03:57:04,,,,00:39:12
214,"team888 中国科学技术大学",6,14:53:44,,,,"00:35:01 (-1)",01:44:52,"04:25:43 (-1)",01:02:01,"04:51:03 (-1)",,,,01:15:04
215,"team549 武汉纺织大学",6,14:54:09,,,,"00:15:20 (-2)","01:55:45 (-2)","03:19:35 (-8)","01:02:14 (-1)","02:52:09 (-1)",,,,00:49:06
216,"team823 南京邮电大学",6,15:09:09,,,,"00:26:36 (-1)","04:31:40 (-1)","02:16:08 (-3)",00:23:06,"04:06:19 (-2)",,(-1),,"00:45:20 (-1)"
217,"team698 武汉大学",6,15:11:38,,,,00:17:02,"04:19:43 (-1)",02:15:10,"01:18:07 (-2)",03:43:50,,,,02:17:46
218,"team171 湖南师范大学",6,15:15:10,,,,"00:21:26 (-1)",02:49:58,03:19:55,"01:09:23 (-3)","04:07:52 (-1)",,(-1),,01:46:36
219,"team725 西安电子科技大学",6,15:22:39,,"04:02:30 (-1)",,"00:27:24 (-1)",03:44:42,04:32:27,00:54:20,(-1),,,,"00:41:16 (-1)"
220,"team149 郑州大学",6,15:24:24,,,,00:19:28,"02:45:47 (-1)","03:20:47 (-1)","01:03:32 (-1)",03:46:18,,,,"02:08:32 (-3)"
221,"team380 华南师范大学附属中学",6,15:25:23,,,,01:12:27,02:13:19,02:40:16,"01:47:07 (-1)",03:25:10,,,,"03:07:04 (-2)"
222,"team148 合肥工业大学宣城校区",6,15:26:48,,,,00:13:19,01:28:36,"03:10:20 (-9)","00:53:42 (-1)","04:11:35 (-2)",,,,01:29:16
223,"team971 天津大学",6,15:37:12,,,,"00:17:31 (-1)",03:36:13,"03:13:00 (-2)",00:43:40,"04:10:39 (-1)",,,,"01:56:09 (-1)"
224,"team092 长沙理工大学",6,15:41:43,(-4),,,00:25:21,"03:01:22 (-3)",04:49:42,00:33:44,"04:30:15 (-1)",,,,01:01:19
225,"team302 北京邮电大学",6,15:42:13,,,,"00:20:11 (-1)",02:26:24,"04:34:35 (-4)",00:36:42,"03:51:32 (-1)",,,,"01:32:49 (-1)"
226,"team067 浙江工业大学",6,15:45:29,,,,00:19:33,"03:41:10 (-1)","03:10:56 (-2)",00:38:15,"04:41:34 (-2)",,,,01:34:01
227,"team661 北方工业大学",6,15:46:36,,,,00:28:18,"02:12:10 (-2)","03:40:56 (-4)",00:34:26,"04:23:37 (-5)",,,,00:47:09
228,"team053 东北大学",6,15:49:41,,,,"00:17:34 (-2)",04:57:32,"02:56:59 (-1)",00:30:18,04:32:52,,,,01:34:26
229,"team172 湖南师范大学",6,15:58:00,,,,00:19:35,"02:48:25 (-1)","03:24:02 (-6)",01:02:56,"04:02:46 (-2)",,,,01:20:16
230,"team759 武汉大学",6,15:58:35,,,,"00:14:28 (-1)",03:13:14,"04:07:48 (-1)","00:53:27 (-1)",04:26:53,,,,"01:42:45 (-1)"
231,"team843 四川省成都市第七中学",6,16:03:23,,,,"00:44:49 (-2)",01:27:05,02:11:06,"00:58:47 (-1)","04:35:15 (-3)",,(-1),,"02:46:21 (-4)"
232,"team013 华东师范大学",6,16:05:34,,,,00:14:03,"04:58:38 (-2)",01:56:41,00:24:55,"04:42:42 (-6)",,,,01:08:35
233,"team062 浙江工业大学",6,16:11:33,,,,"00:19:28 (-1)",02:43:56,"04:27:12 (-1)","01:58:23 (-1)",03:24:16,,,,02:18:18
234,"team308 北京邮电大学",6,16:16:52,,,,"00:35:43 (-2)",03:36:34,"03:22:51 (-3)","00:38:31 (-1)","04:15:57 (-1)",,,,01:27:16
235,"team907 大连理工大学",6,16:29:26,,,,00:27:01,"02:44:37 (-1)","04:43:06 (-9)",00:38:36,03:40:10,,,,00:55:56
236,"team169 武汉大学",6,16:31:10,,,,00:13:38,03:58:05,02:56:43,01:15:46,"04:59:06 (-4)",,,,01:47:52
237,"team691 华东师范大学",6,16:34:17,,,,"00:16:05 (-1)","03:39:47 (-2)",02:31:44,"01:12:40 (-3)","01:52:41 (-2)",,(-1),,"04:01:20 (-1)"
238,"team055 东北大学",6,16:38:40,,,,"00:21:17 (-2)","04:22:35 (-1)","03:03:48 (-3)","00:50:27 (-1)","03:50:58 (-2)",,,,01:09:35
239,"team573 哈尔滨工程大学",6,16:45:14,,,,"02:31:06 (-3)",03:28:51,"03:01:00 (-1)",01:05:15,04:03:37,,,,01:15:25
240,"team450 西安电子科技大学",6,17:01:19,,,,00:19:20,01:50:40,"03:29:12 (-1)","02:43:05 (-5)","04:31:42 (-3)",,,,01:07:20
241,"team705 中南大学",6,17:51:29,,,,"00:26:22 (-3)","01:52:39 (-1)","04:46:51 (-3)",00:50:30,"03:02:35 (-1)",,,,"03:32:32 (-2)"
242,"team648 西南科技大学",6,20:20:13,,,,"00:41:13 (-2)","01:09:32 (-1)","04:26:12 (-2)","01:22:14 (-3)","04:22:11 (-1)",,,,"03:38:51 (-5)"
243,"team650 西南科技大学",6,21:03:51,,,,00:28:23,"04:13:03 (-1)","02:37:07 (-4)",01:04:09,"04:58:27 (-3)",,,,"03:42:42 (-4)"
244,"team552 清华大学",6,22:03:54,,,,"01:26:46 (-1)","02:03:27 (-2)","04:43:42 (-4)","03:29:45 (-1)",,,04:33:35,,03:06:39
245,"team728 青岛大学",6,22:42:47,,,,"00:30:32 (-2)","04:04:49 (-2)",02:45:57,"04:07:28 (-2)","04:54:10 (-3)",,,,03:19:51
246,"team682 南京大学",5,03:45:11,,,,"00:22:06 (-1)",01:04:34,00:53:30,00:19:44,(-6),,(-3),,"00:25:17 (-1)"
247,"team939 福建师范大学",5,05:07:30,,,,"00:31:04 (-3)",00:43:54,"01:35:19 (-2)",00:11:53,,,,,00:25:20
248,"team012 华东师范大学",5,05:40:07,(-2),,,"00:32:25 (-1)",01:17:41,02:00:06,"00:43:13 (-1)",(-2),,(-4),,00:26:42
249,"team530 厦门大学",5,05:49:10,,,,"00:28:13 (-1)",01:51:11,01:44:55,00:14:32,(-6),,,,01:10:19
250,"team125 南京外国语学校",5,06:01:36,,,,"00:12:13 (-1)","01:14:25 (-1)",01:38:16,"00:40:07 (-2)",,,,,00:56:35
251,"team132 浙大宁波理工学院",5,07:02:55,,,,00:12:49,01:39:31,03:45:23,00:25:40,,,,,00:59:32
252,"team645 南京信息工程大学",5,07:10:51,,,,00:18:53,01:36:54,(-4),01:01:34,"02:30:17 (-2)",,,,01:03:13
253,"team454 北京化工大学",5,07:21:07,,,,"00:22:06 (-1)",01:42:14,02:34:07,01:11:03,(-3),,,,01:11:37
254,"team960 浙江师范大学",5,07:46:01,,,,"00:15:22 (-1)",01:51:50,02:47:59,00:10:43,(-14),,,,"01:20:07 (-3)"
255,"team315 北京邮电大学",5,07:59:27,,,,"00:29:14 (-3)",01:04:34,"02:27:53 (-2)",00:58:22,(-5),,(-1),,"00:39:24 (-2)"
256,"team772 上海大学",5,08:07:55,,,,00:29:07,02:11:35,02:08:06,"01:16:04 (-1)",,,,,"01:03:03 (-2)"
257,"team586 福州大学",5,08:15:49,,,,"00:21:43 (-1)",01:56:04,02:35:00,"00:49:55 (-2)",(-2),,,,01:33:07
258,"team753 华中师范大学",5,08:15:50,,,,"00:27:23 (-1)",01:41:06,"02:54:39 (-1)",00:20:04,,,,,"01:52:38 (-1)"
259,"team659 重庆工程学院",5,08:20:16,,,,"00:15:06 (-1)","01:51:14 (-1)","02:24:39 (-1)",01:30:53,,,,,01:18:24
260,"team342 南京大学",5,08:23:46,,,,00:24:56,"03:18:55 (-1)",(-3),00:25:03,"02:15:23 (-1)",,,,01:19:29
261,"team274 浙江工商大学",5,08:25:05,,,,"00:28:05 (-3)","02:33:25 (-4)",01:28:28,00:26:46,,,,,01:08:21
262,"team490 山东省烟台市第二中学",5,08:25:36,,,,00:12:44,01:18:53,"02:59:57 (-8)",00:26:16,,,,,00:47:46
263,"team703 中南大学",5,08:28:52,,,,00:17:46,"02:55:51 (-1)",03:33:15,00:51:08,,,,,00:30:52
264,"team451 浙江农林大学",5,08:36:49,,,,00:23:10,01:30:52,03:39:11,00:29:53,(-1),,,,"02:13:43 (-1)"
265,"team143 浙江万里学院",5,08:52:08,,,,00:18:08,"03:47:31 (-1)","02:59:16 (-1)",00:18:23,,,,,00:48:50
266,"team443 杭州师范大学",5,08:57:36,,,,00:11:33,02:53:38,(-2),00:31:26,"03:54:45 (-1)",,,,01:06:14
267,"team211 浙江理工大学",5,08:58:36,,,,00:18:07,02:38:49,03:30:41,00:41:22,,,,,01:49:37
268,"team107 南京外国语学校",5,09:06:05,,,,00:10:22,"01:31:19 (-1)","03:07:58 (-8)",00:41:58,,,(-14),,00:34:28
269,"team543 哈尔滨工业大学（威海）",5,09:11:26,,,,00:17:51,02:08:19,(-2),01:00:53,03:48:28,,,,"01:35:55 (-1)"
270,"team864 香港中文大学（深圳）",5,09:11:55,,,,"00:57:54 (-2)",02:09:04,03:59:19,00:16:03,,,,,01:09:35
271,"team674 南京大学",5,09:13:01,,,,"00:12:17 (-1)","02:44:25 (-1)",03:20:49,"00:34:28 (-2)",(-7),,,,"00:41:02 (-1)"
272,"team524 厦门大学",5,09:13:29,,,,00:18:23,"02:33:09 (-2)","01:51:05 (-3)",00:37:17,(-4),,,,"01:53:35 (-1)"
273,"team212 浙江理工大学",5,09:21:21,,,,00:17:13,02:29:26,02:53:49,00:51:45,(-1),,,,"02:09:08 (-2)"
274,"team482 华南理工大学",5,09:30:07,,,,"00:21:51 (-2)",01:58:21,"03:52:30 (-2)",00:48:05,(-2),,,,01:09:20
275,"team173 湖南师范大学",5,10:00:10,,,,00:10:59,02:03:08,"03:16:45 (-7)","00:33:18 (-2)",(-4),,,,00:56:00
276,"team852 华中科技大学",5,10:10:31,,,,"00:19:36 (-1)",02:33:23,"03:22:34 (-1)",00:31:26,,,,,"02:03:32 (-2)"
277,"team513 浙江科技大学",5,10:13:17,,,,00:14:43,04:34:43,04:07:58,00:42:54,(-1),,,,00:32:59
278,"team1018 杭州电子科技大学",5,10:13:41,,,,"00:38:21 (-2)",01:36:23,"02:40:07 (-1)","01:03:07 (-1)","02:35:43 (-1)",,,,(-5)
279,"team1013 杭州电子科技大学",5,10:15:47,,,,"00:21:06 (-1)","02:20:46 (-3)","01:58:01 (-3)","01:00:10 (-2)",(-1),,,,"00:55:44 (-2)"
280,"team273 浙江工商大学",5,10:19:34,(-2),,,00:09:34,"02:34:13 (-3)","03:44:13 (-1)","00:34:37 (-1)",(-1),,,,01:36:57
281,"team676 南京大学",5,10:28:04,,,,"00:25:07 (-1)","02:26:44 (-2)","04:22:07 (-3)",00:48:11,,,,,00:25:55
282,"team334 南京理工大学",5,10:46:32,,,,"00:30:59 (-1)",03:05:59,"03:48:27 (-2)",00:48:00,(-1),,,,"01:13:07 (-1)"
283,"team839 河南理工大学",5,10:49:10,,,,00:19:14,"03:04:20 (-2)","03:57:42 (-1)",00:41:51,,,,,01:46:03
284,"team331 同济大学",5,10:53:22,,,,"00:20:50 (-1)","02:13:37 (-1)",(-6),"01:48:23 (-4)","03:34:10 (-1)",,,,00:36:22
285,"team679 南京大学",5,10:57:48,,,,"00:37:21 (-1)",01:16:56,"04:54:31 (-1)",01:59:45,,,,,01:29:15
286,"team122 南京外国语学校",5,11:24:20,,,,00:37:16,,"03:16:19 (-3)","00:30:43 (-1)","04:24:22 (-1)",,,,00:55:40
287,"team680 南京大学",5,11:29:50,,,,00:16:38,02:15:51,03:50:26,00:30:21,,,,,"03:36:34 (-3)"
288,"team525 厦门大学",5,11:37:28,,,,"00:20:13 (-2)",01:58:19,"04:19:39 (-9)",00:23:54,,,,,00:55:23
289,"team184 广东工业大学",5,11:42:09,,,,00:17:02,02:20:49,"04:53:56 (-6)",00:52:41,(-1),,,,01:17:41
290,"team1036 武汉大学",5,11:44:23,,,,"00:33:29 (-1)",01:50:21,"04:33:56 (-7)",00:38:12,,,,,"01:08:25 (-1)"
291,"team711 吉林大学",5,11:44:32,,,,"00:14:12 (-1)",(-2),"03:09:15 (-7)",00:21:28,"03:19:00 (-2)",,,,01:20:37
292,"team856 华中科技大学",5,11:53:34,(-1),,,"00:35:06 (-2)",03:41:53,"03:24:41 (-5)",00:36:24,(-1),,,,01:15:30
293,"team213 浙江理工大学",5,11:53:58,,,,00:18:24,"03:02:39 (-2)","04:12:52 (-2)",00:36:06,(-2),,,,"02:03:57 (-1)"
294,"team419 湘潭大学",5,11:56:46,,,,"00:18:15 (-1)",03:09:39,"03:56:49 (-1)","01:04:26 (-1)",(-4),,,,02:27:37
295,"team192 广东工业大学",5,12:02:39,,,,00:14:25,03:59:05,04:34:11,01:13:26,,,,,02:01:32
296,"team484 华南理工大学",5,12:02:52,,,,"00:22:41 (-1)","03:03:47 (-3)",(-3),"00:53:01 (-1)","03:19:36 (-1)",,,,"01:23:47 (-3)"
297,"team160 山东理工大学",5,12:06:08,,,,00:09:56,02:35:49,"04:09:58 (-4)","00:58:45 (-3)",(-4),,,,01:51:40
298,"team965 浙江师范大学",5,12:18:28,,,,"00:16:04 (-1)","02:25:26 (-2)","03:50:51 (-2)","00:54:45 (-1)",(-4),,,,"02:31:22 (-1)"
299,"team269 北京理工大学",5,12:18:51,,,,"00:15:14 (-1)",03:08:04,"04:54:19 (-6)",00:56:23,,,,,00:44:51
300,"team371 浙大城市学院",5,12:25:49,,,,"00:46:10 (-2)","04:51:48 (-1)",02:56:23,00:22:30,,,,,"02:08:58 (-1)"
301,"team028 武汉大学",5,12:27:33,,,,00:34:05,"00:59:30 (-1)","04:48:39 (-4)","00:24:18 (-1)",(-2),,,,"02:01:01 (-5)"
302,"team781 浙江财经大学",5,12:30:24,,,,"00:30:38 (-1)","04:25:36 (-4)",02:45:46,"00:47:54 (-2)",,,,,01:40:30
303,"team079 安徽农业大学",5,12:43:04,,,,"00:25:34 (-2)",,02:57:36,"00:53:45 (-1)","04:28:28 (-2)",,,,02:17:41
304,"team1043 南京理工大学",5,12:49:47,,,,"00:28:08 (-1)",02:53:14,"04:36:38 (-4)","01:43:55 (-3)",(-15),,,,00:27:52
305,"team483 华南理工大学",5,12:49:51,,,,00:10:49,,"04:41:23 (-4)",01:22:21,"02:48:04 (-1)",,,,"01:47:14 (-1)"
306,"team054 东北大学",5,12:54:05,,,,"00:52:38 (-4)",02:40:06,(-4),"01:01:30 (-2)",04:05:12,,,,02:14:39
307,"team944 北京科技大学",5,12:57:15,,,,00:23:20,03:10:32,"03:56:39 (-3)",00:58:18,(-1),,,,03:28:26
308,"team442 杭州师范大学",5,13:01:31,,,,"00:30:53 (-1)","03:27:59 (-3)",(-1),01:01:08,"04:40:46 (-1)",,,,01:40:45
309,"team270 北京理工大学",5,13:09:12,,,,00:24:30,"03:54:59 (-1)","04:35:08 (-1)","00:30:32 (-1)",(-2),,,,"02:04:03 (-2)"
310,"team262 北京理工大学",5,13:35:29,,,,01:06:29,"04:04:39 (-2)",(-3),01:25:35,"03:29:52 (-2)",,,,02:08:54
311,"team485 江西理工大学",5,13:45:12,,,,"00:30:56 (-2)",03:26:23,"04:23:36 (-3)",01:17:15,(-2),,,,02:27:02
312,"team632 南阳理工学院",5,13:55:58,,,,"00:21:27 (-1)",04:26:47,"04:45:17 (-1)","01:03:49 (-1)",,,,,02:18:38
313,"team732 天津工业大学",5,14:00:38,,,,"00:23:09 (-1)","03:10:22 (-1)","04:35:05 (-5)","01:35:11 (-1)",,,,,01:36:51
314,"team612 衢州第二中学",5,14:05:23,,,,"00:18:12 (-1)","02:10:26 (-1)","04:09:30 (-2)",02:46:32,,,,,"02:00:43 (-4)"
315,"team033 中国传媒大学",5,14:15:03,,,,"00:34:06 (-2)","03:38:32 (-2)",,00:50:46,04:53:57,,,,"02:37:42 (-1)"
316,"team968 香港科技大学（广州）",5,14:19:30,,,(-12),"00:49:38 (-2)",01:56:37,,"04:07:00 (-3)","03:50:32 (-3)",,(-1),,"00:35:43 (-1)"
317,"team972 天津大学",5,14:31:40,,(-4),,"00:15:39 (-1)","02:44:29 (-2)","03:04:52 (-16)",00:44:28,(-4),,(-4),,"00:42:12 (-2)"
318,"team749 暨南大学",5,14:39:40,,,,"00:26:11 (-9)","03:22:26 (-1)","03:45:31 (-5)","00:48:26 (-1)",(-1),,,,"00:37:06 (-1)"
319,"team257 东华大学",5,14:45:30,,,,"00:21:36 (-1)",03:53:36,03:54:19,"01:44:28 (-6)",,,,,02:31:31
320,"team649 西南科技大学",5,14:45:46,,,,"00:30:11 (-1)",03:53:43,(-3),01:01:27,04:48:10,,,,"03:32:15 (-2)"
321,"team638 厦门理工学院",5,14:51:16,,,,01:03:32,"02:40:02 (-1)","04:56:54 (-7)",01:56:12,,,,,01:34:36
322,"team035 中国传媒大学",5,14:57:31,,,,00:19:27,03:07:04,"04:55:36 (-8)","01:32:13 (-3)",(-1),,,,01:23:11
323,"team281 宁波大学",5,15:00:35,,,,"00:40:05 (-4)","02:51:04 (-1)","04:15:48 (-7)",00:29:09,(-3),,,,"01:24:29 (-4)"
324,"team647 南京信息工程大学",5,15:20:42,,,,"00:46:28 (-2)",04:41:09,"04:48:58 (-3)","01:35:40 (-1)",,,,,01:28:27
325,"team498 合肥大学",5,15:30:05,,,,00:55:41,"04:38:54 (-3)","03:04:46 (-1)","00:43:14 (-1)",,,,,"02:27:30 (-6)"
326,"team167 北京林业大学",5,15:39:03,,,,"00:19:48 (-2)",04:01:14,03:14:37,"00:55:09 (-1)",,,,,"04:48:15 (-4)"
327,"team316 北京邮电大学",5,15:44:49,,,,"00:34:01 (-3)",03:49:14,"04:16:07 (-5)",02:09:24,(-5),,,,"01:56:03 (-1)"
328,"team452 浙江农林大学",5,15:45:02,,,,"00:21:03 (-2)","04:57:51 (-6)","04:49:33 (-2)",00:41:20,,,,,01:35:15
329,"team668 长春理工大学",5,16:11:19,,,,"00:26:36 (-1)","03:57:23 (-3)",04:43:05,"00:54:12 (-1)",,,,,"02:50:03 (-5)"
330,"team150 武汉大学",5,16:12:19,,"03:35:00 (-1)",,"00:40:33 (-2)",(-3),"03:16:17 (-20)",00:26:12,(-5),,,,00:34:17
331,"team113 南京外国语学校",5,17:50:30,,,,"00:38:42 (-3)","03:15:17 (-4)","04:59:15 (-8)",00:16:37,,,,,"02:20:39 (-4)"
